Date of analysis,Country,Total country population,Level 1,Area,Current from,Current to,Population analyzed current,Phase 3+ number current,Phase 3+ percentage current,Phase 1 number current,Phase 1 percentage current,Phase 2 number current,Phase 2 percentage current,Phase 3 number current,Phase 3 percentage current,Phase 4 number current,Phase 4 percentage current,Phase 5 number current,Phase 5 percentage current,First projection from,First projection to,Population analyzed first projection,Phase 3+ number first projection,Phase 3+ percentage first projection,Phase 1 number first projection,Phase 1 percentage first projection,Phase 2 number first projection,Phase 2 percentage first projection,Phase 3 number first projection,Phase 3 percentage first projection,Phase 4 number first projection,Phase 4 percentage first projection,Phase 5 number first projection,Phase 5 percentage first projection,Second projection from,Second projection to,Population analyzed second projection,Phase 3+ number second projection,Phase 3+ percentage second projection,Phase 1 number second projection,Phase 1 percentage second projection,Phase 2 number second projection,Phase 2 percentage second projection,Phase 3 number second projection,Phase 3 percentage second projection,Phase 4 number second projection,Phase 4 percentage second projection,Phase 5 number second projection,Phase 5 percentage second projection
#date+analysis,#country+code,#population,#loc+level1,#loc+area,#date+start+current,#date+end+current,#affected+num+ipc+current+total,#affected+num+ipc+current+p3plus,#affected+pct+ipc+current+p3plus,#affected+num+ipc+current+phase1,#affected+pct+ipc+current+phase1,#affected+num+ipc+current+phase2,#affected+pct+ipc+current+phase2,#affected+num+ipc+current+phase3,#affected+pct+ipc+current+phase3,#affected+num+ipc+current+phase4,#affected+pct+ipc+current+phase4,#affected+num+ipc+current+phase5,#affected+pct+ipc+current+phase5,#date+start+first_projection,#date+end+first_projection,#affected+num+ipc+first_projection+total,#affected+num+ipc+first_projection+p3plus,#affected+pct+ipc+first_projection+p3plus,#affected+num+ipc+first_projection+phase1,#affected+pct+ipc+first_projection+phase1,#affected+num+ipc+first_projection+phase2,#affected+pct+ipc+first_projection+phase2,#affected+num+ipc+first_projection+phase3,#affected+pct+ipc+first_projection+phase3,#affected+num+ipc+first_projection+phase4,#affected+pct+ipc+first_projection+phase4,#affected+num+ipc+first_projection+phase5,#affected+pct+ipc+first_projection+phase5,#date+start+second_projection,#date+end+second_projection,#affected+num+ipc+second_projection+total,#affected+num+ipc+second_projection+p3plus,#affected+pct+ipc+second_projection+p3plus,#affected+num+ipc+second_projection+phase1,#affected+pct+ipc+second_projection+phase1,#affected+num+ipc+second_projection+phase2,#affected+pct+ipc+second_projection+phase2,#affected+num+ipc+second_projection+phase3,#affected+pct+ipc+second_projection+phase3,#affected+num+ipc+second_projection+phase4,#affected+pct+ipc+second_projection+phase4,#affected+num+ipc+second_projection+phase5,#affected+pct+ipc+second_projection+phase5
Dec 2018,YEM,29884585,Dhamar,Mayfa'at anss,2018-12-01,2019-01-31,94240,48062,0.51,18848,0.2,28272,0.3,35811,0.38,12251,0.13,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Dhamar,Jahran,2018-12-01,2019-01-31,138899,62505,0.45,41670,0.3,34725,0.25,48615,0.35,13890,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Bayda,Mukayras,2018-12-01,2019-01-31,49440,32136,0.65,4944,0.1,12360,0.25,23731,0.48,8405,0.17,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Bayda,Ar ryashyyah,2018-12-01,2019-01-31,14466,7956,0.55,1447,0.1,5063,0.35,5931,0.41,2025,0.14,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Bayda,Al quraishyah,2018-12-01,2019-01-31,13715,6994,0.51,2057,0.15,4937,0.36,4937,0.36,2057,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Bayda,Al malagim,2018-12-01,2019-01-31,78953,43424,0.55,15791,0.2,19738,0.25,35529,0.45,7895,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Bayda,Al bayda city,2018-12-01,2019-01-31,43497,27838,0.64,4350,0.1,10874,0.25,20444,0.47,7394,0.17,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Bayda,Dhi na'im,2018-12-01,2019-01-31,31070,16778,0.54,3107,0.1,10875,0.35,12428,0.4,4350,0.14,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Bayda,Na'man,2018-12-01,2019-01-31,12692,6981,0.55,1523,0.12,4442,0.35,4950,0.39,2031,0.16,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Bayda,As sawadiyah,2018-12-01,2019-01-31,177151,79718,0.45,26573,0.15,70860,0.4,53145,0.3,26573,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Bayda,Nati',2018-12-01,2019-01-31,17335,10401,0.6,1560,0.09,5027,0.29,7974,0.46,2427,0.14,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Bayda,Rada',2018-12-01,2019-01-31,82374,53543,0.65,8237,0.1,20594,0.25,38716,0.47,14827,0.18,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Bayda,Radman al awad,2018-12-01,2019-01-31,26262,14444,0.55,2626,0.1,8929,0.34,10505,0.4,3939,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Bayda,Ash sharyah,2018-12-01,2019-01-31,46476,25097,0.54,4648,0.1,16731,0.36,15802,0.34,9295,0.2,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Bayda,Wald rabi',2018-12-01,2019-01-31,25144,14081,0.56,2514,0.1,9052,0.36,9555,0.38,4526,0.18,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Bayda,At taffah,2018-12-01,2019-01-31,37691,21861,0.58,4146,0.11,11684,0.31,16961,0.45,4900,0.13,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Bayda,Al a'rsh,2018-12-01,2019-01-31,64194,25677,0.4,9629,0.15,28887,0.45,19258,0.3,6419,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Bayda,Al bayda,2018-12-01,2019-01-31,58322,29161,0.5,11664,0.2,17497,0.3,23329,0.4,5832,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Bayda,As sawma'ah,2018-12-01,2019-01-31,62126,37276,0.6,6213,0.1,18638,0.3,26714,0.43,9319,0.15,1243,0.02,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Bayda,Az zahir,2018-12-01,2019-01-31,21123,12462,0.59,2957,0.14,5492,0.26,9505,0.45,2957,0.14,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Bayda,Maswarah,2018-12-01,2019-01-31,9615,7499,0.78,962,0.1,1538,0.16,4038,0.42,3461,0.36,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Bayda,Sabah,2018-12-01,2019-01-31,38028,19014,0.5,4183,0.11,14831,0.39,13690,0.36,5324,0.14,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Adh dhlia'ah,2018-12-01,2019-01-31,27976,6994,0.25,8393,0.3,12589,0.45,5595,0.2,1399,0.05,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Brom mayfa,2018-12-01,2019-01-31,26644,11990,0.45,5595,0.21,9592,0.36,9592,0.36,2398,0.09,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Amd,2018-12-01,2019-01-31,30400,16112,0.53,6080,0.2,8512,0.28,10640,0.35,5472,0.18,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Al mukalla city,2018-12-01,2019-01-31,282023,112809,0.4,56405,0.2,112809,0.4,84607,0.3,28202,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Thamud,2018-12-01,2019-01-31,6899,2001,0.29,2001,0.29,2484,0.36,1518,0.22,483,0.07,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Daw'an,2018-12-01,2019-01-31,66982,10047,0.15,23444,0.35,33491,0.5,6698,0.1,3349,0.05,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Al mukalla,2018-12-01,2019-01-31,282023,112809,0.4,56405,0.2,112809,0.4,84607,0.3,28202,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Shibam,2018-12-01,2019-01-31,75910,34160,0.45,11387,0.15,30364,0.4,26569,0.35,7591,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Rakhyah,2018-12-01,2019-01-31,13140,1971,0.15,3942,0.3,6964,0.53,1445,0.11,526,0.04,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Yabuth,2018-12-01,2019-01-31,15068,4521,0.3,4520,0.3,6027,0.4,3014,0.2,1507,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,As sawm,2018-12-01,2019-01-31,241697,108764,0.45,48339,0.2,84594,0.35,72509,0.3,36255,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Zamakh wa manwakh,2018-12-01,2019-01-31,2273,1000,0.44,500,0.22,500,0.22,705,0.31,295,0.13,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Ghayl bin yamin,2018-12-01,2019-01-31,42312,18617,0.44,8462,0.2,14809,0.35,14809,0.35,3808,0.09,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Hagr as sai'ar,2018-12-01,2019-01-31,3809,1485,0.39,990,0.26,990,0.26,990,0.26,495,0.13,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Rumah,2018-12-01,2019-01-31,9859,6014,0.61,1479,0.15,2465,0.25,3549,0.36,2465,0.25,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Ash shihr,2018-12-01,2019-01-31,9529,1906,0.2,2954,0.31,4955,0.52,953,0.1,953,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Sah,2018-12-01,2019-01-31,35794,22908,0.64,5369,0.15,7159,0.2,12528,0.35,10380,0.29,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Al abr,2018-12-01,2019-01-31,9315,6521,0.7,1490,0.16,1956,0.21,2981,0.32,3540,0.38,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Ad dis,2018-12-01,2019-01-31,35746,16801,0.47,8937,0.25,10366,0.29,14656,0.41,2145,0.06,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Huraidhah,2018-12-01,2019-01-31,22514,3378,0.15,9906,0.44,9006,0.4,2477,0.11,901,0.04,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Wadi al ayn,2018-12-01,2019-01-31,43089,6463,0.15,15081,0.35,21545,0.5,4309,0.1,2154,0.05,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Ar raydah wa qusayar,2018-12-01,2019-01-31,36062,19834,0.55,3606,0.1,12622,0.35,14425,0.4,5409,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Al qatn,2018-12-01,2019-01-31,40126,20063,0.5,6019,0.15,14044,0.35,14044,0.35,6019,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Hajr,2018-12-01,2019-01-31,39282,17284,0.44,7856,0.2,13356,0.34,13356,0.34,3928,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Sayun,2018-12-01,2019-01-31,159138,71612,0.45,39785,0.25,47741,0.3,55698,0.35,15914,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Al qaf,2018-12-01,2019-01-31,3300,1683,0.51,693,0.21,891,0.27,1089,0.33,594,0.18,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Tarim,2018-12-01,2019-01-31,155611,46684,0.3,46683,0.3,62244,0.4,38903,0.25,7781,0.05,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Hadramaut,Ghayl ba wazir,2018-12-01,2019-01-31,75360,33912,0.45,18840,0.25,22608,0.3,26376,0.35,7536,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Ibb,Al dhihar,2018-12-01,2019-01-31,226543,90617,0.4,45309,0.2,90617,0.4,67963,0.3,22654,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Ibb,Mudhaykhirah,2018-12-01,2019-01-31,116694,64182,0.55,17504,0.15,35008,0.3,46678,0.4,17504,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Ibb,Al makhadir,2018-12-01,2019-01-31,158955,87426,0.55,23843,0.15,47687,0.3,47687,0.3,39739,0.25,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Ibb,As sabrah,2018-12-01,2019-01-31,100973,50486,0.5,20195,0.2,30292,0.3,40389,0.4,10097,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Ibb,Al mashannah,2018-12-01,2019-01-31,19310,6952,0.36,5986,0.31,6952,0.36,5021,0.26,1931,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Ibb,As sayyani,2018-12-01,2019-01-31,161591,24239,0.15,56557,0.35,80796,0.5,16159,0.1,8080,0.05,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Ibb,Ibb,2018-12-01,2019-01-31,197798,106811,0.54,29670,0.15,59339,0.3,73185,0.37,33626,0.17,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Ibb,Jiblah,2018-12-01,2019-01-31,163539,81770,0.5,16354,0.1,65416,0.4,65416,0.4,16354,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Ibb,Yarim,2018-12-01,2019-01-31,249822,137402,0.55,37473,0.15,74947,0.3,99929,0.4,37473,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Ibb,An nadirah,2018-12-01,2019-01-31,107528,48388,0.45,16129,0.15,43011,0.4,37635,0.35,10753,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Ibb,Dhi as sufal,2018-12-01,2019-01-31,255406,140473,0.55,38311,0.15,76622,0.3,102162,0.4,38311,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Ibb,Al qafr,2018-12-01,2019-01-31,146630,95310,0.65,14663,0.1,36658,0.25,43989,0.3,51321,0.35,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Ibb,Ash sha'ir,2018-12-01,2019-01-31,93303,58781,0.63,9330,0.1,25192,0.27,41986,0.45,16795,0.18,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Ibb,Hazm al udayn,2018-12-01,2019-01-31,117196,70317,0.6,11720,0.1,35159,0.3,52738,0.45,17579,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Ibb,As saddah,2018-12-01,2019-01-31,120610,48244,0.4,24122,0.2,48244,0.4,36183,0.3,12061,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Ibb,Hubaysh,2018-12-01,2019-01-31,145945,65676,0.45,21892,0.15,58378,0.4,51081,0.35,14595,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Ibb,Far al udayn,2018-12-01,2019-01-31,130087,72849,0.56,19513,0.15,39026,0.3,49433,0.38,23416,0.18,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Ibb,Al udayn,2018-12-01,2019-01-31,203522,122113,0.6,30528,0.15,50881,0.25,87514,0.43,34599,0.17,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Ibb,Ar radmah,2018-12-01,2019-01-31,69562,13912,0.2,24347,0.35,31303,0.45,10434,0.15,3478,0.05,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Ibb,Ba'dan,2018-12-01,2019-01-31,162582,24387,0.15,56904,0.35,81291,0.5,16258,0.1,8129,0.05,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Jawf,Al khalq,2018-12-01,2019-01-31,15281,2598,0.17,4431,0.29,8557,0.56,1528,0.1,1070,0.07,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Jawf,Al maslub,2018-12-01,2019-01-31,52419,25685,0.49,7863,0.15,18347,0.35,16774,0.32,8911,0.17,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Jawf,Al hazm,2018-12-01,2019-01-31,34811,5918,0.17,10443,0.3,18450,0.53,3481,0.1,2437,0.07,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Jawf,Bart al anan,2018-12-01,2019-01-31,77373,46423,0.6,11606,0.15,19343,0.25,33270,0.43,13153,0.17,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Jawf,Khabb wa ash sha'af,2018-12-01,2019-01-31,99063,19812,0.2,29719,0.3,49532,0.5,9906,0.1,9906,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Jawf,Al ghayl,2018-12-01,2019-01-31,8320,5492,0.66,998,0.12,1997,0.24,3994,0.48,1498,0.18,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Jawf,Al humaydat,2018-12-01,2019-01-31,26976,16186,0.6,4046,0.15,6474,0.24,11600,0.43,4586,0.17,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Jawf,Al maton,2018-12-01,2019-01-31,168191,102596,0.61,25229,0.15,42048,0.25,72322,0.43,30274,0.18,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Jawf,Rajuzah,2018-12-01,2019-01-31,107671,53836,0.5,16151,0.15,37685,0.35,37685,0.35,16151,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Jawf,Kharab al marashi,2018-12-01,2019-01-31,87948,43974,0.5,13192,0.15,30782,0.35,30782,0.35,13192,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Jawf,Az zahir (1),2018-12-01,2019-01-31,32081,16041,0.5,6416,0.2,9624,0.3,10908,0.34,5133,0.16,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Jawf,Al matammah,2018-12-01,2019-01-31,47693,31001,0.65,4769,0.1,11923,0.25,22416,0.47,8585,0.18,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Saada,Monabbih,2018-12-01,2019-01-31,84748,57629,0.68,8475,0.1,18645,0.22,42374,0.5,15255,0.18,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Saada,Al dhaher,2018-12-01,2019-01-31,35957,26968,0.75,3596,0.1,5394,0.15,8989,0.25,15462,0.43,2517,0.07,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Saada,Saqayn,2018-12-01,2019-01-31,55776,36812,0.66,5578,0.1,13944,0.25,26772,0.48,10040,0.18,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Saada,Razih,2018-12-01,2019-01-31,58491,35094,0.6,8774,0.15,14623,0.25,25151,0.43,9943,0.17,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Saada,Qatabir,2018-12-01,2019-01-31,37670,24486,0.65,4144,0.11,9418,0.25,18082,0.48,6404,0.17,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Saada,Sa'adah,2018-12-01,2019-01-31,75064,48041,0.64,7506,0.1,18766,0.25,35280,0.47,12761,0.17,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Saada,Haydan,2018-12-01,2019-01-31,40215,26140,0.65,6032,0.15,8043,0.2,20108,0.5,6032,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Saada,Al hashwah,2018-12-01,2019-01-31,26752,16051,0.6,2408,0.09,8026,0.3,12038,0.45,4013,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Saada,As safra,2018-12-01,2019-01-31,93303,58781,0.63,9330,0.1,25192,0.27,41986,0.45,16795,0.18,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Saada,Ghamr,2018-12-01,2019-01-31,31584,18003,0.57,6633,0.21,6948,0.22,12634,0.4,5369,0.17,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Saada,Sahar,2018-12-01,2019-01-31,236870,153966,0.65,35531,0.15,47374,0.2,111329,0.47,42637,0.18,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Saada,Majz,2018-12-01,2019-01-31,108859,65315,0.6,5443,0.05,38101,0.35,46809,0.43,18506,0.17,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Saada,Kitaf wa al boqe'e,2018-12-01,2019-01-31,49152,34407,0.7,4915,0.1,9830,0.2,17203,0.35,14746,0.3,2458,0.05,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Saada,Baqim,2018-12-01,2019-01-31,14154,9483,0.67,566,0.04,3539,0.25,4954,0.35,3963,0.28,566,0.04,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Saada,Shada'a,2018-12-01,2019-01-31,12952,9584,0.74,1554,0.12,1943,0.15,3497,0.27,5051,0.39,1036,0.08,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Lahj,Al maflahy,2018-12-01,2019-01-31,95524,57315,0.6,14329,0.15,23881,0.25,42986,0.45,14329,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Lahj,Al musaymir,2018-12-01,2019-01-31,126388,69513,0.55,18958,0.15,37916,0.3,48027,0.38,21486,0.17,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Lahj,Yafa'a,2018-12-01,2019-01-31,104880,47196,0.45,20976,0.2,36708,0.35,31464,0.3,15732,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Lahj,Al had,2018-12-01,2019-01-31,77336,42534,0.55,15467,0.2,19334,0.25,30934,0.4,11600,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Lahj,Tur al bahah,2018-12-01,2019-01-31,66342,36488,0.55,13268,0.2,16586,0.25,26537,0.4,9951,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Lahj,Al maqatirah,2018-12-01,2019-01-31,239385,119693,0.5,47877,0.2,71816,0.3,83785,0.35,35908,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Lahj,Halimayn,2018-12-01,2019-01-31,39987,23992,0.6,5998,0.15,9997,0.25,17994,0.45,5998,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Lahj,Al  hawtah,2018-12-01,2019-01-31,34852,16729,0.48,4879,0.14,11850,0.34,11850,0.34,4879,0.14,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Lahj,Habil jabr,2018-12-01,2019-01-31,59521,35712,0.6,8928,0.15,14880,0.25,26784,0.45,8928,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Lahj,Tuban,2018-12-01,2019-01-31,144544,79500,0.55,21682,0.15,43363,0.3,57818,0.4,21682,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Lahj,Al milah,2018-12-01,2019-01-31,40094,22052,0.55,6014,0.15,12028,0.3,16038,0.4,6014,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Lahj,Radfan,2018-12-01,2019-01-31,62123,37895,0.61,9318,0.15,15531,0.25,26713,0.43,11182,0.18,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
