countrycode,countryname,adminone,adminlevel,date,datatype,indicator name,population,prevalence
#country+code,#country+name,#adm1+name,#meta+adminlevel,#date,#data+type,#indicator+name,#population,#indicator+prevalence
YEM,Yemen,Hadramaut,subnational,2024-11-23,SURVEY,rcsi,652955,0.37499964105524014
YEM,Yemen,Hajjah,subnational,2024-11-23,SURVEY,total,2465838,
YEM,Yemen,Hajjah,subnational,2024-11-23,SURVEY,fcs,1664921,0.675194801929405
YEM,Yemen,Hajjah,subnational,2024-11-23,SURVEY,rcsi,1505833,0.6106779926337416
YEM,Yemen,Ibb,subnational,2024-11-23,SURVEY,total,3354584,
YEM,Yemen,Ibb,subnational,2024-11-23,SURVEY,fcs,2025410,0.6037738211354969
YEM,Yemen,Ibb,subnational,2024-11-23,SURVEY,rcsi,1795249,0.5351629292931702
YEM,Yemen,Lahj,subnational,2024-11-23,SURVEY,total,1132962,
YEM,Yemen,Lahj,subnational,2024-11-23,SURVEY,fcs,908474,0.8018574321115801
YEM,Yemen,Lahj,subnational,2024-11-23,SURVEY,rcsi,477037,0.42105295676289234
YEM,Yemen,Marib,subnational,2024-11-23,SURVEY,total,1752670,
YEM,Yemen,Marib,subnational,2024-11-23,SURVEY,fcs,1166200,0.6653848128854833
YEM,Yemen,Marib,subnational,2024-11-23,SURVEY,rcsi,613434,0.3499997147209686
YEM,Yemen,Raymah,subnational,2024-11-23,SURVEY,total,618293,
YEM,Yemen,Raymah,subnational,2024-11-23,SURVEY,fcs,414319,0.6701013920584578
YEM,Yemen,Raymah,subnational,2024-11-23,SURVEY,rcsi,277275,0.44845243274628693
YEM,Yemen,Sa'ada,subnational,2024-11-23,SURVEY,total,1152498,
YEM,Yemen,Sa'ada,subnational,2024-11-23,SURVEY,fcs,729358,0.6328496882424091
YEM,Yemen,Sa'ada,subnational,2024-11-23,SURVEY,rcsi,570681,0.49516875517354475
YEM,Yemen,Sana'a,subnational,2024-11-23,SURVEY,total,1583775,
YEM,Yemen,Sana'a,subnational,2024-11-23,SURVEY,fcs,787310,0.4971097535950498
YEM,Yemen,Sana'a,subnational,2024-11-23,SURVEY,rcsi,855970,0.5404618711622547
YEM,Yemen,Shabwah,subnational,2024-11-23,SURVEY,total,722603,
YEM,Yemen,Shabwah,subnational,2024-11-23,SURVEY,fcs,518060,0.7169358555112558
YEM,Yemen,Shabwah,subnational,2024-11-23,SURVEY,rcsi,348727,0.4825983285427821
YEM,Yemen,Socotra,subnational,2024-11-23,SURVEY,total,75474,
YEM,Yemen,Socotra,subnational,2024-11-23,SURVEY,fcs,46137,0.6112966054535337
YEM,Yemen,Socotra,subnational,2024-11-23,SURVEY,rcsi,28302,0.3749900628030845
YEM,Yemen,Taizz,subnational,2024-11-23,SURVEY,total,3475930,
YEM,Yemen,Taizz,subnational,2024-11-23,SURVEY,fcs,2362502,0.6796747920700359
YEM,Yemen,Taizz,subnational,2024-11-23,SURVEY,rcsi,1814265,0.5219509598869942
YEM,Yemen,Abyan,subnational,2024-11-22,SURVEY,total,628930,
YEM,Yemen,Abyan,subnational,2024-11-22,SURVEY,fcs,472241,0.750864166123416
YEM,Yemen,Abyan,subnational,2024-11-22,SURVEY,rcsi,282909,0.4498258947736632
YEM,Yemen,Aden,subnational,2024-11-22,SURVEY,total,1247011,
YEM,Yemen,Aden,subnational,2024-11-22,SURVEY,fcs,734725,0.5891888684221711
YEM,Yemen,Aden,subnational,2024-11-22,SURVEY,rcsi,660579,0.5297298901132388
YEM,Yemen,Al Bayda,subnational,2024-11-22,SURVEY,total,830253,
YEM,Yemen,Al Bayda,subnational,2024-11-22,SURVEY,fcs,668109,0.8047053127179306
YEM,Yemen,Al Bayda,subnational,2024-11-22,SURVEY,rcsi,437592,0.5270586194810497
YEM,Yemen,Al Dhale'e,subnational,2024-11-22,SURVEY,total,805687,
YEM,Yemen,Al Dhale'e,subnational,2024-11-22,SURVEY,fcs,659424,0.8184609415029155
YEM,Yemen,Al Dhale'e,subnational,2024-11-22,SURVEY,rcsi,376813,0.467691547710215
YEM,Yemen,Al Hudaydah,subnational,2024-11-22,SURVEY,total,3401069,
YEM,Yemen,Al Hudaydah,subnational,2024-11-22,SURVEY,fcs,1929286,0.5672587060127272
YEM,Yemen,Al Hudaydah,subnational,2024-11-22,SURVEY,rcsi,1717798,0.505075904076042
YEM,Yemen,Al Jawf,subnational,2024-11-22,SURVEY,total,686013,
YEM,Yemen,Al Jawf,subnational,2024-11-22,SURVEY,fcs,506624,0.7385049554454507
YEM,Yemen,Al Jawf,subnational,2024-11-22,SURVEY,rcsi,413973,0.603447748074745
YEM,Yemen,Al Maharah,subnational,2024-11-22,SURVEY,total,198057,
YEM,Yemen,Al Maharah,subnational,2024-11-22,SURVEY,fcs,102937,0.5197342179271623
YEM,Yemen,Al Maharah,subnational,2024-11-22,SURVEY,rcsi,79483,0.40131376320958106
YEM,Yemen,Al Mahwit,subnational,2024-11-22,SURVEY,total,839054,
YEM,Yemen,Al Mahwit,subnational,2024-11-22,SURVEY,fcs,353286,0.4210527570335163
YEM,Yemen,Al Mahwit,subnational,2024-11-22,SURVEY,rcsi,456327,0.5438589173044881
YEM,Yemen,Amanat Al Asimah,subnational,2024-11-22,SURVEY,total,3780347,
YEM,Yemen,Amanat Al Asimah,subnational,2024-11-22,SURVEY,fcs,2145603,0.5675677391519879
YEM,Yemen,Amanat Al Asimah,subnational,2024-11-22,SURVEY,rcsi,2513420,0.664864892032398
YEM,Yemen,Amran,subnational,2024-11-22,SURVEY,total,1269951,
YEM,Yemen,Amran,subnational,2024-11-22,SURVEY,fcs,887600,0.6989246041776415
YEM,Yemen,Amran,subnational,2024-11-22,SURVEY,rcsi,713981,0.56221145540261
YEM,Yemen,Dhamar,subnational,2024-11-22,SURVEY,total,2401814,
YEM,Yemen,Dhamar,subnational,2024-11-22,SURVEY,fcs,1398175,0.5821329212003927
YEM,Yemen,Dhamar,subnational,2024-11-22,SURVEY,rcsi,1266663,0.5273776404001309
YEM,Yemen,Hadramaut,subnational,2024-11-22,SURVEY,total,1741215,
YEM,Yemen,Hadramaut,subnational,2024-11-22,SURVEY,fcs,1006739,0.5781819017180532
YEM,Yemen,Hadramaut,subnational,2024-11-22,SURVEY,rcsi,674325,0.38727268028359507
YEM,Yemen,Hajjah,subnational,2024-11-22,SURVEY,total,2465838,
YEM,Yemen,Hajjah,subnational,2024-11-22,SURVEY,fcs,1663962,0.6748058874913924
YEM,Yemen,Hajjah,subnational,2024-11-22,SURVEY,rcsi,1505228,0.6104326399382279
YEM,Yemen,Ibb,subnational,2024-11-22,SURVEY,total,3354584,
YEM,Yemen,Ibb,subnational,2024-11-22,SURVEY,fcs,2025410,0.6037738211354969
YEM,Yemen,Ibb,subnational,2024-11-22,SURVEY,rcsi,1795249,0.5351629292931702
YEM,Yemen,Lahj,subnational,2024-11-22,SURVEY,total,1132962,
YEM,Yemen,Lahj,subnational,2024-11-22,SURVEY,fcs,912213,0.8051576310591176
YEM,Yemen,Lahj,subnational,2024-11-22,SURVEY,rcsi,470715,0.4154728931773528
YEM,Yemen,Marib,subnational,2024-11-22,SURVEY,total,1752670,
YEM,Yemen,Marib,subnational,2024-11-22,SURVEY,fcs,1158152,0.6607929615957367
YEM,Yemen,Marib,subnational,2024-11-22,SURVEY,rcsi,633122,0.3612328618621874
YEM,Yemen,Raymah,subnational,2024-11-22,SURVEY,total,618293,
YEM,Yemen,Raymah,subnational,2024-11-22,SURVEY,fcs,413280,0.668420958995169
YEM,Yemen,Raymah,subnational,2024-11-22,SURVEY,rcsi,276604,0.4473671867544999
YEM,Yemen,Sa'ada,subnational,2024-11-22,SURVEY,total,1152498,
YEM,Yemen,Sa'ada,subnational,2024-11-22,SURVEY,fcs,729358,0.6328496882424091
YEM,Yemen,Sa'ada,subnational,2024-11-22,SURVEY,rcsi,570681,0.49516875517354475
YEM,Yemen,Sana'a,subnational,2024-11-22,SURVEY,total,1583775,
YEM,Yemen,Sana'a,subnational,2024-11-22,SURVEY,fcs,787310,0.4971097535950498
YEM,Yemen,Sana'a,subnational,2024-11-22,SURVEY,rcsi,855970,0.5404618711622547
YEM,Yemen,Shabwah,subnational,2024-11-22,SURVEY,total,722603,
YEM,Yemen,Shabwah,subnational,2024-11-22,SURVEY,fcs,514807,0.7124340751422289
YEM,Yemen,Shabwah,subnational,2024-11-22,SURVEY,rcsi,359429,0.4974086739191506
YEM,Yemen,Socotra,subnational,2024-11-22,SURVEY,total,75474,
YEM,Yemen,Socotra,subnational,2024-11-22,SURVEY,fcs,43637,0.57817261573522
YEM,Yemen,Socotra,subnational,2024-11-22,SURVEY,rcsi,29229,0.38727243819063517
YEM,Yemen,Taizz,subnational,2024-11-22,SURVEY,total,3475930,
YEM,Yemen,Taizz,subnational,2024-11-22,SURVEY,fcs,2332682,0.6710957930683299
YEM,Yemen,Taizz,subnational,2024-11-22,SURVEY,rcsi,1784156,0.5132888176689404
YEM,Yemen,Abyan,subnational,2024-11-21,SURVEY,total,628930,
YEM,Yemen,Abyan,subnational,2024-11-21,SURVEY,fcs,466696,0.7420483467102328
YEM,Yemen,Abyan,subnational,2024-11-21,SURVEY,rcsi,284463,0.4522967579857854
YEM,Yemen,Aden,subnational,2024-11-21,SURVEY,total,1247011,
YEM,Yemen,Aden,subnational,2024-11-21,SURVEY,fcs,734725,0.5891888684221711
YEM,Yemen,Aden,subnational,2024-11-21,SURVEY,rcsi,667319,0.535134814368117
YEM,Yemen,Al Bayda,subnational,2024-11-21,SURVEY,total,830253,
YEM,Yemen,Al Bayda,subnational,2024-11-21,SURVEY,fcs,667129,0.8035249496237894
YEM,Yemen,Al Bayda,subnational,2024-11-21,SURVEY,rcsi,439176,0.5289664716658657
YEM,Yemen,Al Dhale'e,subnational,2024-11-21,SURVEY,total,805687,
YEM,Yemen,Al Dhale'e,subnational,2024-11-21,SURVEY,fcs,663804,0.8238981142801113
YEM,Yemen,Al Dhale'e,subnational,2024-11-21,SURVEY,rcsi,369906,0.45911873965944594
YEM,Yemen,Al Hudaydah,subnational,2024-11-21,SURVEY,total,3401069,
YEM,Yemen,Al Hudaydah,subnational,2024-11-21,SURVEY,fcs,1927994,0.5668788254516448
YEM,Yemen,Al Hudaydah,subnational,2024-11-21,SURVEY,rcsi,1715699,0.504458745176884
YEM,Yemen,Al Jawf,subnational,2024-11-21,SURVEY,total,686013,
YEM,Yemen,Al Jawf,subnational,2024-11-21,SURVEY,fcs,491015,0.7157517423139211
YEM,Yemen,Al Jawf,subnational,2024-11-21,SURVEY,rcsi,427583,0.6232870222575957
YEM,Yemen,Al Maharah,subnational,2024-11-21,SURVEY,total,198057,
YEM,Yemen,Al Maharah,subnational,2024-11-21,SURVEY,fcs,100251,0.5061724655023554
YEM,Yemen,Al Maharah,subnational,2024-11-21,SURVEY,rcsi,77022,0.3888880473802996
YEM,Yemen,Al Mahwit,subnational,2024-11-21,SURVEY,total,839054,
YEM,Yemen,Al Mahwit,subnational,2024-11-21,SURVEY,fcs,354984,0.42307646468522886
YEM,Yemen,Al Mahwit,subnational,2024-11-21,SURVEY,rcsi,454732,0.541957966948492
YEM,Yemen,Amanat Al Asimah,subnational,2024-11-21,SURVEY,total,3780347,
YEM,Yemen,Amanat Al Asimah,subnational,2024-11-21,SURVEY,fcs,2148393,0.5683057666399407
YEM,Yemen,Amanat Al Asimah,subnational,2024-11-21,SURVEY,rcsi,2499572,0.6612017362427312
YEM,Yemen,Amran,subnational,2024-11-21,SURVEY,total,1269951,
YEM,Yemen,Amran,subnational,2024-11-21,SURVEY,fcs,890615,0.7012987115250904
YEM,Yemen,Amran,subnational,2024-11-21,SURVEY,rcsi,723854,0.5699857711045544
YEM,Yemen,Dhamar,subnational,2024-11-21,SURVEY,total,2401814,
YEM,Yemen,Dhamar,subnational,2024-11-21,SURVEY,fcs,1398175,0.5821329212003927
YEM,Yemen,Dhamar,subnational,2024-11-21,SURVEY,rcsi,1266663,0.5273776404001309
YEM,Yemen,Hadramaut,subnational,2024-11-21,SURVEY,total,1741215,
YEM,Yemen,Hadramaut,subnational,2024-11-21,SURVEY,fcs,1018140,0.5847296284491001
YEM,Yemen,Hadramaut,subnational,2024-11-21,SURVEY,rcsi,651740,0.3743018524421166
YEM,Yemen,Hajjah,subnational,2024-11-21,SURVEY,total,2465838,
YEM,Yemen,Hajjah,subnational,2024-11-21,SURVEY,fcs,1683459,0.6827127329532597
YEM,Yemen,Hajjah,subnational,2024-11-21,SURVEY,rcsi,1513496,0.6137856582630327
YEM,Yemen,Ibb,subnational,2024-11-21,SURVEY,total,3354584,
YEM,Yemen,Ibb,subnational,2024-11-21,SURVEY,fcs,2027685,0.6044519976247428
YEM,Yemen,Ibb,subnational,2024-11-21,SURVEY,rcsi,1792176,0.5342468693584659
YEM,Yemen,Lahj,subnational,2024-11-21,SURVEY,total,1132962,
YEM,Yemen,Lahj,subnational,2024-11-21,SURVEY,fcs,916553,0.8089882979305573
YEM,Yemen,Lahj,subnational,2024-11-21,SURVEY,rcsi,474188,0.4185383093166408
YEM,Yemen,Marib,subnational,2024-11-21,SURVEY,total,1752670,
YEM,Yemen,Marib,subnational,2024-11-21,SURVEY,fcs,1177794,0.671999863066065
YEM,Yemen,Marib,subnational,2024-11-21,SURVEY,rcsi,708078,0.40399961202051726
YEM,Yemen,Raymah,subnational,2024-11-21,SURVEY,total,618293,
YEM,Yemen,Raymah,subnational,2024-11-21,SURVEY,fcs,413333,0.6685066788723144
YEM,Yemen,Raymah,subnational,2024-11-21,SURVEY,rcsi,280110,0.45303763749549164
YEM,Yemen,Sa'ada,subnational,2024-11-21,SURVEY,total,1152498,
YEM,Yemen,Sa'ada,subnational,2024-11-21,SURVEY,fcs,745591,0.6469347452229852
YEM,Yemen,Sa'ada,subnational,2024-11-21,SURVEY,rcsi,601833,0.5221987370043158
YEM,Yemen,Sana'a,subnational,2024-11-21,SURVEY,total,1583775,
YEM,Yemen,Sana'a,subnational,2024-11-21,SURVEY,fcs,787229,0.4970586099666935
YEM,Yemen,Sana'a,subnational,2024-11-21,SURVEY,rcsi,852443,0.5382349134188884
YEM,Yemen,Shabwah,subnational,2024-11-21,SURVEY,total,722603,
YEM,Yemen,Shabwah,subnational,2024-11-21,SURVEY,fcs,512566,0.7093327871597543
YEM,Yemen,Shabwah,subnational,2024-11-21,SURVEY,rcsi,354557,0.49066638250879113
YEM,Yemen,Socotra,subnational,2024-11-21,SURVEY,total,75474,
YEM,Yemen,Socotra,subnational,2024-11-21,SURVEY,fcs,44131,0.5847179161035588
YEM,Yemen,Socotra,subnational,2024-11-21,SURVEY,rcsi,28250,0.3743010838169436
YEM,Yemen,Taizz,subnational,2024-11-21,SURVEY,total,3475930,
YEM,Yemen,Taizz,subnational,2024-11-21,SURVEY,fcs,2305090,0.6631577736030358
YEM,Yemen,Taizz,subnational,2024-11-21,SURVEY,rcsi,1780652,0.5122807421323214
YEM,Yemen,Abyan,subnational,2024-11-20,SURVEY,total,628930,
YEM,Yemen,Abyan,subnational,2024-11-20,SURVEY,fcs,462636,0.7355921962698552
YEM,Yemen,Abyan,subnational,2024-11-20,SURVEY,rcsi,285683,0.45423656050752864
YEM,Yemen,Aden,subnational,2024-11-20,SURVEY,total,1247011,
YEM,Yemen,Aden,subnational,2024-11-20,SURVEY,fcs,749608,0.6011238072478912
YEM,Yemen,Aden,subnational,2024-11-20,SURVEY,rcsi,679551,0.5449438697814213
YEM,Yemen,Al Bayda,subnational,2024-11-20,SURVEY,total,830253,
YEM,Yemen,Al Bayda,subnational,2024-11-20,SURVEY,fcs,670827,0.807979013625967
YEM,Yemen,Al Bayda,subnational,2024-11-20,SURVEY,rcsi,441007,0.5311718235284907
YEM,Yemen,Al Dhale'e,subnational,2024-11-20,SURVEY,total,805687,
YEM,Yemen,Al Dhale'e,subnational,2024-11-20,SURVEY,fcs,666139,0.8267962620719957
YEM,Yemen,Al Dhale'e,subnational,2024-11-20,SURVEY,rcsi,363348,0.4509791023064788
YEM,Yemen,Al Hudaydah,subnational,2024-11-20,SURVEY,total,3401069,
YEM,Yemen,Al Hudaydah,subnational,2024-11-20,SURVEY,fcs,1911710,0.5620909190610364
YEM,Yemen,Al Hudaydah,subnational,2024-11-20,SURVEY,rcsi,1711649,0.5032679431084756
YEM,Yemen,Al Jawf,subnational,2024-11-20,SURVEY,total,686013,
YEM,Yemen,Al Jawf,subnational,2024-11-20,SURVEY,fcs,493447,0.719296864636676
YEM,Yemen,Al Jawf,subnational,2024-11-20,SURVEY,rcsi,430864,0.628069730457003
YEM,Yemen,Al Maharah,subnational,2024-11-20,SURVEY,total,198057,
YEM,Yemen,Al Maharah,subnational,2024-11-20,SURVEY,fcs,101331,0.5116254411608779
YEM,Yemen,Al Maharah,subnational,2024-11-20,SURVEY,rcsi,74847,0.37790636029021946
YEM,Yemen,Al Mahwit,subnational,2024-11-20,SURVEY,total,839054,
YEM,Yemen,Al Mahwit,subnational,2024-11-20,SURVEY,fcs,354984,0.42307646468522886
YEM,Yemen,Al Mahwit,subnational,2024-11-20,SURVEY,rcsi,454732,0.541957966948492
YEM,Yemen,Amanat Al Asimah,subnational,2024-11-20,SURVEY,total,3780347,
YEM,Yemen,Amanat Al Asimah,subnational,2024-11-20,SURVEY,fcs,2157262,0.5706518475684904
YEM,Yemen,Amanat Al Asimah,subnational,2024-11-20,SURVEY,rcsi,2506536,0.6630438951768184
YEM,Yemen,Amran,subnational,2024-11-20,SURVEY,total,1269951,
YEM,Yemen,Amran,subnational,2024-11-20,SURVEY,fcs,894437,0.7043082764610603
YEM,Yemen,Amran,subnational,2024-11-20,SURVEY,rcsi,728381,0.5735504755695299
YEM,Yemen,Dhamar,subnational,2024-11-20,SURVEY,total,2401814,
YEM,Yemen,Dhamar,subnational,2024-11-20,SURVEY,fcs,1403233,0.5842388294847145
YEM,Yemen,Dhamar,subnational,2024-11-20,SURVEY,rcsi,1246594,0.5190218726346003
YEM,Yemen,Hadramaut,subnational,2024-11-20,SURVEY,total,1741215,
YEM,Yemen,Hadramaut,subnational,2024-11-20,SURVEY,fcs,1008071,0.5789468847902183
YEM,Yemen,Hadramaut,subnational,2024-11-20,SURVEY,rcsi,651318,0.37405949294027446
YEM,Yemen,Hajjah,subnational,2024-11-20,SURVEY,total,2465838,
YEM,Yemen,Hajjah,subnational,2024-11-20,SURVEY,fcs,1659486,0.6729906830862368
YEM,Yemen,Hajjah,subnational,2024-11-20,SURVEY,rcsi,1521885,0.6171877471269402
YEM,Yemen,Ibb,subnational,2024-11-20,SURVEY,total,3354584,
YEM,Yemen,Ibb,subnational,2024-11-20,SURVEY,fcs,2027685,0.6044519976247428
YEM,Yemen,Ibb,subnational,2024-11-20,SURVEY,rcsi,1792176,0.5342468693584659
YEM,Yemen,Lahj,subnational,2024-11-20,SURVEY,total,1132962,
YEM,Yemen,Lahj,subnational,2024-11-20,SURVEY,fcs,914598,0.8072627325541368
YEM,Yemen,Lahj,subnational,2024-11-20,SURVEY,rcsi,477869,0.4217873150202743
YEM,Yemen,Marib,subnational,2024-11-20,SURVEY,total,1752670,
YEM,Yemen,Marib,subnational,2024-11-20,SURVEY,fcs,1184804,0.6759994750865822
YEM,Yemen,Marib,subnational,2024-11-20,SURVEY,rcsi,722100,0.4119999771776775
YEM,Yemen,Raymah,subnational,2024-11-20,SURVEY,total,618293,
YEM,Yemen,Raymah,subnational,2024-11-20,SURVEY,fcs,398363,0.6442948569691069
YEM,Yemen,Raymah,subnational,2024-11-20,SURVEY,rcsi,278024,0.4496638325195336
YEM,Yemen,Sa'ada,subnational,2024-11-20,SURVEY,total,1152498,
YEM,Yemen,Sa'ada,subnational,2024-11-20,SURVEY,fcs,742666,0.64439677986426
YEM,Yemen,Sa'ada,subnational,2024-11-20,SURVEY,rcsi,608538,0.5280165345189319
YEM,Yemen,Sana'a,subnational,2024-11-20,SURVEY,total,1583775,
YEM,Yemen,Sana'a,subnational,2024-11-20,SURVEY,fcs,782733,0.49421982289150923
YEM,Yemen,Sana'a,subnational,2024-11-20,SURVEY,rcsi,846815,0.5346813783523543
YEM,Yemen,Shabwah,subnational,2024-11-20,SURVEY,total,722603,
YEM,Yemen,Shabwah,subnational,2024-11-20,SURVEY,fcs,514493,0.7119995350143854
YEM,Yemen,Shabwah,subnational,2024-11-20,SURVEY,rcsi,356483,0.49333174647766476
YEM,Yemen,Socotra,subnational,2024-11-20,SURVEY,total,75474,
YEM,Yemen,Socotra,subnational,2024-11-20,SURVEY,fcs,43695,0.578941092296685
YEM,Yemen,Socotra,subnational,2024-11-20,SURVEY,rcsi,28231,0.3740493414950844
YEM,Yemen,Taizz,subnational,2024-11-20,SURVEY,total,3475930,
YEM,Yemen,Taizz,subnational,2024-11-20,SURVEY,fcs,2269260,0.6528497409326425
YEM,Yemen,Taizz,subnational,2024-11-20,SURVEY,rcsi,1740968,0.5008639414487633
YEM,Yemen,Abyan,subnational,2024-11-19,SURVEY,total,628930,
YEM,Yemen,Abyan,subnational,2024-11-19,SURVEY,fcs,462636,0.7355921962698552
YEM,Yemen,Abyan,subnational,2024-11-19,SURVEY,rcsi,283551,0.4508466761006789
YEM,Yemen,Aden,subnational,2024-11-19,SURVEY,total,1247011,
YEM,Yemen,Aden,subnational,2024-11-19,SURVEY,fcs,724246,0.5807855744656623
YEM,Yemen,Aden,subnational,2024-11-19,SURVEY,rcsi,697019,0.5589517654615717
YEM,Yemen,Al Bayda,subnational,2024-11-19,SURVEY,total,830253,
YEM,Yemen,Al Bayda,subnational,2024-11-19,SURVEY,fcs,662525,0.7979796519855996
YEM,Yemen,Al Bayda,subnational,2024-11-19,SURVEY,rcsi,433995,0.5227262051446968
YEM,Yemen,Al Dhale'e,subnational,2024-11-19,SURVEY,total,805687,
YEM,Yemen,Al Dhale'e,subnational,2024-11-19,SURVEY,fcs,674091,0.8366660998626017
YEM,Yemen,Al Dhale'e,subnational,2024-11-19,SURVEY,rcsi,375987,0.4666663356861908
YEM,Yemen,Al Hudaydah,subnational,2024-11-19,SURVEY,total,3401069,
YEM,Yemen,Al Hudaydah,subnational,2024-11-19,SURVEY,fcs,1914886,0.5630247431028303
YEM,Yemen,Al Hudaydah,subnational,2024-11-19,SURVEY,rcsi,1705299,0.501400883075292
YEM,Yemen,Al Jawf,subnational,2024-11-19,SURVEY,total,686013,
YEM,Yemen,Al Jawf,subnational,2024-11-19,SURVEY,fcs,489340,0.7133100976220568
YEM,Yemen,Al Jawf,subnational,2024-11-19,SURVEY,rcsi,430806,0.62798518395424
YEM,Yemen,Al Maharah,subnational,2024-11-19,SURVEY,total,198057,
YEM,Yemen,Al Maharah,subnational,2024-11-19,SURVEY,fcs,100726,0.5085707649817982
YEM,Yemen,Al Maharah,subnational,2024-11-19,SURVEY,rcsi,73564,0.3714284271699561
YEM,Yemen,Al Mahwit,subnational,2024-11-19,SURVEY,total,839054,
YEM,Yemen,Al Mahwit,subnational,2024-11-19,SURVEY,fcs,355874,0.42413718306569065
YEM,Yemen,Al Mahwit,subnational,2024-11-19,SURVEY,rcsi,454246,0.5413787432036555
YEM,Yemen,Amanat Al Asimah,subnational,2024-11-19,SURVEY,total,3780347,
YEM,Yemen,Amanat Al Asimah,subnational,2024-11-19,SURVEY,fcs,2157262,0.5706518475684904
YEM,Yemen,Amanat Al Asimah,subnational,2024-11-19,SURVEY,rcsi,2506536,0.6630438951768184
YEM,Yemen,Amran,subnational,2024-11-19,SURVEY,total,1269951,
YEM,Yemen,Amran,subnational,2024-11-19,SURVEY,fcs,879663,0.6926747567425829
YEM,Yemen,Amran,subnational,2024-11-19,SURVEY,rcsi,744174,0.585986388451208
YEM,Yemen,Dhamar,subnational,2024-11-19,SURVEY,total,2401814,
YEM,Yemen,Dhamar,subnational,2024-11-19,SURVEY,fcs,1392922,0.5799458242811475
YEM,Yemen,Dhamar,subnational,2024-11-19,SURVEY,rcsi,1243214,0.5176146029625941
YEM,Yemen,Hadramaut,subnational,2024-11-19,SURVEY,total,1741215,
YEM,Yemen,Hadramaut,subnational,2024-11-19,SURVEY,fcs,1028089,0.5904434547140933
YEM,Yemen,Hadramaut,subnational,2024-11-19,SURVEY,rcsi,665584,0.38225262245041536
YEM,Yemen,Hajjah,subnational,2024-11-19,SURVEY,total,2465838,
YEM,Yemen,Hajjah,subnational,2024-11-19,SURVEY,fcs,1637010,0.6638757290624931
YEM,Yemen,Hajjah,subnational,2024-11-19,SURVEY,rcsi,1489531,0.6040668527291736
YEM,Yemen,Ibb,subnational,2024-11-19,SURVEY,total,3354584,
YEM,Yemen,Ibb,subnational,2024-11-19,SURVEY,fcs,2034652,0.6065288572293912
YEM,Yemen,Ibb,subnational,2024-11-19,SURVEY,rcsi,1786805,0.5326457766447344
YEM,Yemen,Lahj,subnational,2024-11-19,SURVEY,total,1132962,
YEM,Yemen,Lahj,subnational,2024-11-19,SURVEY,fcs,921436,0.813298239481995
YEM,Yemen,Lahj,subnational,2024-11-19,SURVEY,rcsi,475206,0.4194368390113702
YEM,Yemen,Marib,subnational,2024-11-19,SURVEY,total,1752670,
YEM,Yemen,Marib,subnational,2024-11-19,SURVEY,fcs,1195618,0.6821701721483199
YEM,Yemen,Marib,subnational,2024-11-19,SURVEY,rcsi,740469,0.4224805582340087
YEM,Yemen,Raymah,subnational,2024-11-19,SURVEY,total,618293,
YEM,Yemen,Raymah,subnational,2024-11-19,SURVEY,fcs,390920,0.6322568749767505
YEM,Yemen,Raymah,subnational,2024-11-19,SURVEY,rcsi,271251,0.43870947916279174
YEM,Yemen,Sa'ada,subnational,2024-11-19,SURVEY,total,1152498,
YEM,Yemen,Sa'ada,subnational,2024-11-19,SURVEY,fcs,749729,0.6505252069851748
YEM,Yemen,Sa'ada,subnational,2024-11-19,SURVEY,rcsi,606578,0.5263158808084699
YEM,Yemen,Sana'a,subnational,2024-11-19,SURVEY,total,1583775,
YEM,Yemen,Sana'a,subnational,2024-11-19,SURVEY,fcs,763528,0.4820937317485123
YEM,Yemen,Sana'a,subnational,2024-11-19,SURVEY,rcsi,842061,0.5316796893498129
YEM,Yemen,Shabwah,subnational,2024-11-19,SURVEY,total,722603,
YEM,Yemen,Shabwah,subnational,2024-11-19,SURVEY,fcs,520488,0.7202959301303758
YEM,Yemen,Shabwah,subnational,2024-11-19,SURVEY,rcsi,352358,0.4876232177281301
YEM,Yemen,Socotra,subnational,2024-11-19,SURVEY,total,75474,
YEM,Yemen,Socotra,subnational,2024-11-19,SURVEY,fcs,44563,0.5904417415268834
YEM,Yemen,Socotra,subnational,2024-11-19,SURVEY,rcsi,28850,0.38225084134933884
YEM,Yemen,Taizz,subnational,2024-11-19,SURVEY,total,3475930,
YEM,Yemen,Taizz,subnational,2024-11-19,SURVEY,fcs,2234967,0.6429838920806805
YEM,Yemen,Taizz,subnational,2024-11-19,SURVEY,rcsi,1716355,0.4937829588052694
YEM,Yemen,Abyan,subnational,2024-11-18,SURVEY,total,628930,
YEM,Yemen,Abyan,subnational,2024-11-18,SURVEY,fcs,466421,0.7416103540934603
YEM,Yemen,Abyan,subnational,2024-11-18,SURVEY,rcsi,282807,0.44966371456282894
YEM,Yemen,Aden,subnational,2024-11-18,SURVEY,total,1247011,
YEM,Yemen,Aden,subnational,2024-11-18,SURVEY,fcs,719641,0.577092744169859
YEM,Yemen,Aden,subnational,2024-11-18,SURVEY,rcsi,697666,0.5594706061133382
YEM,Yemen,Al Bayda,subnational,2024-11-18,SURVEY,total,830253,
YEM,Yemen,Al Bayda,subnational,2024-11-18,SURVEY,fcs,663335,0.7989552582164714
YEM,Yemen,Al Bayda,subnational,2024-11-18,SURVEY,rcsi,427048,0.5143588761498001
YEM,Yemen,Al Dhale'e,subnational,2024-11-18,SURVEY,total,805687,
