event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
YEM93389,"30 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Health Workers (Yemen)",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Shabwah,Ataq,,Ataq,14.5313,46.8391,1,"Aden al Ghad",National,"On 30 October 2024, for the second consecutive day, dozens of members of the Medical and Health Professions Association at Shabwa General Hospital for Maternity and Childhood held a protest stand in Ataq city (Shabwah) denouncing the poor medical services in the hospital.",0,"crowd size=dozens",1730764903
YEM93394,"30 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Unidentified Tribal Group (Yemen)",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Taizz,"Al Mukha",,"Uzlat Az Zahari",13.5577,43.2746,2,"Al Harf 28; Al Masdar",National,"On 30 October 2024, dozens held a protest stand in Uzlat Az Zahari region (Al Mukha, Taizz) denouncing the 4th Giants Brigade's shooting of and abduction of a tribal Sheikh and demanding his release few days earlier (coded separately).",0,"crowd size=dozens",1730764903
YEM93244,"30 October 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2021-)",,"External/Other forces",,,,"External/Other forces only",,887,"Middle East",Yemen,"Al Hudaydah","Al Hawak",,"Al Hudaydah - Al Hudaydah International Airport",14.753,42.9763,1,"Al Mashhad Al Yemeni - Pro-IRG; Ansar Allah; Mareb Press",National,"On 30 October 2024, suspected US forces conducted 2 strikes in Al Hudaydah - Al Hudaydah International Airport (Al Hawak, Al Hudaydah). Casualties unknown. CENTCOM did not claim the attack.",0,,1731969477
YEM93236,"29 October 2024",2024,1,"Political violence","Violence against civilians",Attack,"Military Forces of Yemen (2017-) Houthi",,"State forces","Civilians (Yemen)",,Civilians,"State forces-Civilians","Civilian targeting",887,"Middle East",Yemen,Amran,Amran,,Amran,15.6594,43.9439,1,"Al Sahil Al Gharbi; Yemen Window",National,"On 29 October 2024, a Houthi-affiliated gunman shot and killed 1 mentally-ill man in Amran city (Amran) after the victim broke the window of the gunman's car.",1,,1730764902
YEM93238,"29 October 2024",2024,2,"Strategic developments","Strategic developments",Other,"Civilians (Yemen)","Refugees/IDPs (Yemen)",Civilians,,,,"Civilians only",,887,"Middle East",Yemen,"Al Hudaydah",,,"Al Hudaydah",14.7978,42.9545,3,"Al Harf 28; Al Mashhad Al Yemeni - Pro-IRG; Khabar News Agency (Yemen); Yemen Window",National,"Displacement: Around 29 October 2024 (as reported), Houthi forces evacuated hundreds of families from the southern neighborhoods of Al Hudaydah city around the international airport, the Manzar area in Al Hawak district, and various coastal towns and the Nakhaila area in Ad Durayhimi district, all in Al Hudaydah governorate (coded to governorate center Al Hudaydah). According to source, the evacuated area will be used to build military sites and fortifications.",0,,1730764902
YEM93239,"29 October 2024",2024,2,"Strategic developments","Strategic developments","Change to group/activity","Military Forces of Yemen (2017-) Houthi",,"State forces",,,,"State forces only",,887,"Middle East",Yemen,"Al Hudaydah",,,"Al Hudaydah",14.7978,42.9545,3,"Al Mashhad Al Yemeni - Pro-IRG; Khabar News Agency (Yemen); Yemen Window",National,"Movement of forces: Around 29 October 2024 (as reported), Houthi forces reinforced positions in Al Hudaydah governorate (coded to governorate center Al Hudaydah) transferring heavy military equipment, including armored vehicles and tanks, to the western coastal fronts. According to pro-IRG sources, as part of intensified military preparations, the Houthis dug new tunnels and trenches across frontline areas in Hays, Al Khokha, and Jabal Ras, facilitating the concealed movement and the storage of heavy weaponry. Additionally, water tunnels extending from Al Hudaydah city to the coast were constructed to transport equipment and small boats covertly.",0,,1730764902
YEM93388,"29 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Health Workers (Yemen)",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Shabwah,Ataq,,Ataq,14.5313,46.8391,1,"Aden al Ghad",National,"On 29 October 2024, dozens of members from the Southern Medical and Health Professions Union held a protest at Shabwa General Maternity and Children's Hospital in Ataq city (Shabwah), demanding an end to the hospital's deteriorating conditions and denouncing the decline in medical services across departments. The protest issued a statement calling for the formation of a fact-finding committee to assess the current situation and address critical issues, to improve conditions and ensure better patient care.",0,"crowd size=dozens",1730764903
YEM93226,"29 October 2024",2024,1,"Political violence",Battles,"Armed clash","Al Maatirah Tribal Militia (Yemen)",,"Identity militia","Dhu Zayd Tribal Militia (Yemen)",,"Identity militia","Identity militia-Identity militia",,887,"Middle East",Yemen,"Al Jawf","Bart Al Anan",,"Al Anan",16.7219,44.3125,2,"2 December News; Al Mashhad Al Yemeni - Pro-IRG; Khabar News Agency (Yemen); Yemen Window",National,"On 29 October 2024, for the second consecutive day, early at dawn, Al Maatirah and Dhu Zayd tribesmen continued to clash using heavy and medium weapons in Jabal Nahm between Ruhub and Al Anan (Bart Al Anan, Al Jawf), due to a land dispute over a well dug by the Dhu Zayd tribe. The clash resulted in at least 16 total casualties, including fatalities and injuries, split across both tribes, including a tribal sheikh and five injuries among the Al Maatirah tribe. The clashes continued into the next day. The clashes started the day prior. 8 fatalities split across two events. 4 fatalities coded to this event. On 5 November, local dignitaries in Al Jawf governorate brokered a truce agreement between the Al Maatirah and Dhu Zayd tribes following a week of clashes.",4,,1731356303
YEM93237,"29 October 2024",2024,1,"Political violence","Violence against civilians",Attack,"Operation Restoring Hope","Military Forces of Saudi Arabia (2015-) Border Guard","External/Other forces","Civilians (Yemen)","Migrants (International)",Civilians,"External/Other forces-Civilians","Civilian targeting",887,"Middle East",Yemen,Sadah,Monabbih,,"Ar Raqw",17.2553,43.2028,2,"Yemen Window",National,"On 29 October 2024, Saudi border guard (coded under ORH) shot and injured 2 Yemeni civilians and 1 African migrant in the Ar Raqw area (Monabbih, Sadah).",0,,1731366161
YEM93197,"28 October 2024",2024,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Military Forces of Yemen (2017-) Houthi",,"State forces","Civilians (Yemen)",,Civilians,"State forces-Civilians","Civilian targeting",887,"Middle East",Yemen,"Amanat al Asimah",Maain,,"Sanaa - Maain",15.3706,44.1659,2,"2 December News; Khabar News Agency (Yemen)",National,"On 28 October 2024, Houthi forces abducted the father of a young girl who was allegedly raped by the brother of a Houthi leader while he was on his way to the Prosecutor's Office in Maain district (coded to district center Sanaa - Maain) (Amanat al Asimah). The abduction occurred after the father refused Houthi pressure to settle the case through tribal mediation.",0,,1730764902
YEM93201,"28 October 2024",2024,1,"Political violence",Battles,"Armed clash","Al Damani Tribal Milita (Yemen)",,"Identity militia","Military Forces of Yemen (2022-) Presidential Leadership Council - Nation Shield Forces",,"State forces","State forces-Identity militia",,887,"Middle East",Yemen,Abyan,Lawdar,,Lawdar,13.8828,45.8686,1,"Al Mashhad Al Yemeni - Pro-IRG",National,"On 28 October 2024, in the morning, clashes erupted between the 3rd Brigade of the Nation Shield Forces and tribal gunmen from the Al Damani tribes in Lawdar city (Abyan). The reason for the clashes was unknown. There were no casualties.",0,,1730764902
YEM93220,"28 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2017-) Houthi",,"State forces",,,,"State forces only",,887,"Middle East",Yemen,"Al Hudaydah","At Tuhayat",,"Al Haymah",13.9201,43.2031,2,"Al Sahil Al Gharbi; Khabar News Agency (Yemen)",Subnational-National,"On 28 October 2024, Houthi forces fired 10 mortar shells on residential areas and displacement in Al Haymah coastal region (At Tuhayat, Al Hudaydah). There were no casualties.",0,,1730764902
YEM93223,"28 October 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2021-)",,"External/Other forces","AQAP: Al Qaeda in the Arabian Peninsula",,"Rebel group","Rebel group-External/Other forces",,887,"Middle East",Yemen,Hadramawt,"Ghayl Bin Yamin",,"Al Ulayb",15.1475,49.0732,2,"2 December News; Al Harf 28; Al Mashhad Al Yemeni - Pro-IRG; Mareb Press; Yemen Window",National,"On 28 October 2024, a suspected US drone targeted a suspected AQAP member in the car at Gul Al Qarashim area near the Ghayl Bin Yamin junction (coded to district center Al Ulayb) (Hadramawt). The strike destroyed the vehicle in which the target was traveling, leaving it completely burned and likely killing him. 1 fatality. The IRG 4th Military Region denied denied the reports claiming AQAP was targeted and instead claimed that the drone fell in a remote, uninhabited area, without causing any human or material losses.",1,,1730764902
YEM93233,"28 October 2024",2024,1,"Strategic developments","Strategic developments",Other,"Police Forces of Yemen (2017-) Houthi",,"State forces","Civilians (Yemen)","Labor Group (Yemen)",Civilians,"State forces-Civilians",,887,"Middle East",Yemen,"Amanat al Asimah",,,Sanaa,15.3547,44.2067,3,"Al Harf 28; Al Sahil Al Gharbi",National,"Other: On 28 October 2024, Houthi police forces shut down stores at Al Rabowi market in Amanat al Asimah (coded to governorate capital Sanaa). The reason behind shutting down the market was the owner's failure to pay 20 million riyals to the Houthi Zakat authority.",0,,1730764902
YEM93245,"28 October 2024",2024,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Police Forces of Yemen (2022-) Presidential Leadership Council - STC Aden Security",,"State forces","Civilians (Yemen)","Government of Yemen (2022-) Presidential Leadership Council",Civilians,"State forces-Civilians","Civilian targeting",887,"Middle East",Yemen,Aden,Craiter,,"Aden - Maashiq Presidential Palace",12.7655,45.0541,1,"Al Masdar; Al Mashhad Al Yemeni - Pro-IRG",National,"On 28 October 2024, at around 11:30 Sanaa time, STC forces (coded to Aden security) detained three officials from the Prime Minister's Office at the gates of Aden - Maashiq Presidential Palace (Craiter, Aden). The detainees included the Assistant Director of the Prime Minister's Office, the Head of the Secretariat Division, and the General Manager of Revenue. The officials were taken to an undisclosed location at gunpoint.",0,,1730764902
YEM93260,"28 October 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Yemen)",,"Political militia","Military Forces of Yemen (2017-) Houthi",,"State forces","State forces-Political militia",,887,"Middle East",Yemen,Ibb,"Al Makhadir",,"Uzlat as Sahul",14.0796,44.1857,2,"2 December News; Al Harf 28; Al Mashhad Al Yemeni - Pro-IRG; Al Sahil Al Gharbi; Khabar News Agency (Yemen)",National,"On 28 October 2024, a qat trader shot and killed 1 Houthi-affiliated tax collector in a checkpoint in the Uzlat as Sahul region (Al Makhadir, Ibb) over dispute over taxes imposed on the trader. The shooter fled the scene, prompting Houthi security teams to conduct a search in the surrounding area.",1,,1730764902
YEM93399,"28 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)",,Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Abyan,"Al Mahfad",,"Al Mahfid",14.0585,46.9133,2,"Khabar News Agency (Yemen); Yemen Window",National,"On 28 October 2024, protesters held a large protest in Al Mahfad district (coded to district center, Al Mahfid) (Abyan) in solidarity with the Palestinian people and to denounce Israeli 'crimes' in the context of the latest round of violence in Israel-Palestine and to denounce the assassination of the Hamas leader, Yahya Sinwar.",0,"crowd size=large",1730764903
YEM93400,"28 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)",,Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Abyan,Zingibar,,Zinjibar,13.1287,45.3807,3,"Ansar Allah",National,"On 28 October 2024, for the third consecutive day, protesters held protester across IRG controlled areas in Abyan governorate (coded to governorate center Zinjibar) (Zingibar). Dozens of businesses in IRG controlled areas of Abyan closed as citizens voiced frustration over rising food and basic commodity prices and the lack of government intervention.",0,"crowd size=no report",1730764903
YEM93224,"28 October 2024",2024,1,"Political violence",Battles,"Armed clash","Al Maatirah Tribal Militia (Yemen)",,"Identity militia","Dhu Zayd Tribal Militia (Yemen)",,"Identity militia","Identity militia-Identity militia",,887,"Middle East",Yemen,"Al Jawf","Bart Al Anan",,"Al Anan",16.7219,44.3125,2,"2 December News; Al Mashhad Al Yemeni - Pro-IRG; Al Sahil Al Gharbi; Khabar News Agency (Yemen); Yemen Window",National,"On 28 October 2024, Al Maatirah and Dhu Zayd tribesmen clashed using heavy and medium weapons in Jabal Nahm between Ruhub and Al Anan (Bart Al Anan, Al Jawf), due to a land dispute over a well dug by the Dhu Zayd tribe. The clash resulted in at least 16 total casualties, including fatalities and injuries, split across both tribes, including a tribal sheikh and five injuries among the Al Maatirah tribe. The clashes continued into the next day. 8 fatalities split across two events. 4 fatalities coded to this event.",4,,1731356303
YEM93200,"28 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2017-) Houthi",,"State forces",,,,"State forces only",,887,"Middle East",Yemen,,,,"Strait of Bab el Mandeb",13.2694,42.9758,3,"Al Harf 28; Al Mashhad Al Yemeni - Pro-IRG; Al Masirah; Ansar Allah; Khabar News Agency (Yemen); UKMTO; Yemen News Agency (SABA) - Houthi; Yemeni Army - Houthi",Other-Subnational,"On 28 October 2024, at around 5:30 pm Sanaa time, and until 7:30 pm, Houthi forces fired at least 3 ballistic missiles targeting the Motaro bulk carrier (IMO: 9310290) in the Strait of Bab el Mandeb around 25 nm south of Al Mukha, claiming affiliation with companies in violation of the Houthi ban to call at Israeli ports. There were no fatalities or injuries as the three missiles impacted the water in close proximity to the ship. The ship was on transit from Russia to China.",0,,1731510646
YEM93214,"28 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2017-) Houthi",,"State forces",,,,"State forces only",,887,"Middle East",Yemen,,,,"West Arabian Sea",14.9768,56.7851,3,"Al Mashhad Al Yemeni - Pro-IRG; Al Masirah; Ansar Allah; Khabar News Agency (Yemen); Yemen News Agency (SABA) - Houthi; Yemeni Army - Houthi",Other-Subnational,"On 28 October 2024, at an unspecified time, Houthi forces claimed to have fired a cruise missile targeting the Maersk Kowloon container ship (IMO: 9290476) in the Arabian sea (coded to West Arabian Sea) claiming affiliation with companies in violation of the Houthi ban to call at Israeli ports. There were no fatalities or injuries as the drones likely impacted the water before reaching the intended target. The attack was not confirmed by other sources.",0,,1731510646
YEM93222,"28 October 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Yemen (2017-) Houthi",,"State forces",,,,"State forces only",,887,"Middle East",Yemen,,,,"West Arabian Sea",14.9768,56.7851,3,"Al Mashhad Al Yemeni - Pro-IRG; Al Masirah; Ansar Allah; Khabar News Agency (Yemen); Yemen News Agency (SABA) - Houthi; Yemeni Army - Houthi",Other-Subnational,"On 28 October 2024, at an unspecified time, Houthi forces claimed to have fired two drones targeting the SC Montreal container ship (IMO: 9311830) in the Arabian sea (coded to West Arabian Sea) claiming affiliation with companies in violation of the Houthi ban to call at Israeli ports. There were no fatalities or injuries as the drones likely impacted the water before reaching the intended target. The attack was not confirmed by other sources.",0,,1731510646
YEM93225,"28 October 2024",2024,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Military Forces of Yemen (2017-) Houthi",,"State forces","Civilians (Yemen)","Al Shahbin Tribal Group (Yemen)",Civilians,"State forces-Civilians","Civilian targeting",887,"Middle East",Yemen,Ibb,"Ash Shair",,"Ar Radai",14.0171,44.393,2,"Al Masdar; Al Sahil Al Gharbi",National,"On 28 October 2024, Houthi forces abducted dozens of citizens from the Al Shahbin tribe in Ash Shair district (coded to district center Ar Radai) (Ibb) following tribal tensions in the area. The abductions occurred after members of the Shahbin tribe opposed Houthi-backed plans to construct a road through their lands by force.",0,,1731979407
YEM93193,"27 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Amanat al Asimah","Al Wahdah",,"Sanaa - Al Wahdah",15.3352,44.1868,1,"Yemen News Agency (SABA) - Houthi",National,"On 27 October 2024, protesters held a Houthi-sponsored protest march in Al Wahdah district (coded to district center Sanaa - Al Wahdah) (Amanat al Asimah) in solidarity with the Palestinian and Lebanese people and in support of Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine. Houthi-affiliated political officials took part in the march.",0,"crowd size=no report",1730764902
YEM93199,"27 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2017-) Houthi",,"State forces","Civilians (Yemen)",,Civilians,"State forces-Civilians","Civilian targeting",887,"Middle East",Yemen,"Ad Dali",Qaatabah,,Humar,13.8652,44.7082,1,"2 December News; Al Mashhad Al Yemeni - Pro-IRG; Al Sahil Al Gharbi; Khabar News Agency (Yemen); Yemen Window",National,"On 27 October 2024, Houthi forces fired mortar shells at residential buildings in Humar (Qaatabah, Ad Dali), injuring 1 woman. There were no fatalities.",0,,1730764902
YEM93215,"27 October 2024",2024,2,"Strategic developments","Strategic developments","Change to group/activity","Military Forces of Yemen (2017-) Houthi",,"State forces",,,,"State forces only",,887,"Middle East",Yemen,Marib,"Al Abdiyah",,"Al Aqta",14.6622,45.3512,2,"Al Mashhad Al Yemeni - Pro-IRG",National,"Movement of forces: Around 27 October 2024 (as reported), Houthi forces deployed troops, military vehicles, and heavy weapons near the frontlines in southern Marib governorate (coded to Al Abdiyah district's center Al Aqta) (Marib). The reason behind the deployment was not reported.",0,,1730764902
YEM93218,"27 October 2024",2024,2,"Strategic developments","Strategic developments","Change to group/activity","Military Forces of Yemen (2017-) Houthi",,"State forces",,,,"State forces only",,887,"Middle East",Yemen,Shabwah,Bayhan,,Bayhan,14.8007,45.7189,2,"Al Mashhad Al Yemeni - Pro-IRG",National,"Movement of forces: Around 27 October 2024 (as reported), Houthi forces deployed troops, military vehicles, and heavy weapons near the frontlines in Bayhan district (coded to district center Bayhan) (Shabwah). The reason behind the deployment was not reported.",0,,1730764902
YEM93378,"27 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi; Students (Yemen)",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Raymah,Kusmah,,Kusmah,14.5817,43.6368,2,"Ansar Allah; Yemen News Agency (SABA) - Houthi",National,"On 27 October 2024, students held Houthi-sponsored protest stands at schools across the Kusmah district (coded to district center Kusmah) (Raymah) in solidarity with the Palestinian and Lebanese people and in support of Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=no report",1730764903
YEM93398,"27 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)",,Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Abyan,Zingibar,,Zinjibar,13.1287,45.3807,3,"Ansar Allah",National,"On 27 October 2024, for the second consecutive day, protesters held protests across IRG controlled areas in Abyan governorate (coded to governorate center Zinjibar) (Zingibar). Dozens of businesses in IRG controlled areas of Abyan closed as citizens voiced frustration over rising food and basic commodity prices and the lack of government intervention.",0,"crowd size=no report",1730764903
YEM93213,"27 October 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Yemen (2022-) Presidential Leadership Council",,"State forces","Military Forces of Yemen (2017-) Houthi",,"State forces","State forces-State forces",,887,"Middle East",Yemen,Marib,Marib,,"Jabal al Balaq ash Sharqi",15.3071,45.386,2,"26 September News - IRG; Al Mashhad Al Yemeni - Pro-IRG; Khabar News Agency (Yemen); Yemen Window; Yemeni Army - IRG",Other-National,"Interception: On 27 October 2024, IRG forces shot down 1 Houthi drone, likely armed, in a desert area between Al Nimmi and As Saidat on the southern Marib front (coded to Jabal al Balaq ash Sharqi) (Marib, Marib).",0,,1733253629
YEM93192,"26 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Al Faqman Tribal Group (Yemen)",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Al Jawf","Al Khalq",,"Ar Rawd",16.0614,44.8101,2,"Khabar News Agency (Yemen)",National,"On 26 October 2024, tribesmen from the Faqman-Dhahm al-Hamra tribe set up a protest camp in Al Faqman area of Al Khalq district (coded to district center Ar Rawd) (Al Jawf) against the military trial of five tribal leaders by the Houthi authority. The protesters claimed that the leaders had previously surrendered to the Houthi forces to prevent conflict, but the Houthis detained them. The protesters called for tribal mobilization and further escalation unless the detainees were released.",0,"crowd size=no report",1730764902
YEM93209,"26 October 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Yemen)",,Rioters,,,,"Rioters only",,887,"Middle East",Yemen,Taizz,Dhubab,,Dhubab,12.9431,43.4103,2,"Akhbar Taiz; Al Masdar",Subnational-National,"On 26 October 2024, demonstrators blocked the Aden - Al Mukha road in Dhubab district (coded to district center Dhubab) (Taizz), using burnt tires, demanding the dismissal of local authorities and improvements in infrastructure, following an incident in which 25 women fell into a sewage pit.",0,"crowd size=no report",1730764902
YEM93385,"26 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi; Women (Yemen)",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Hajjah,Qarah,,Qarah,16.4019,43.474,2,"Ansar Allah; Yemen News Agency (SABA) - Houthi",National,"On 26 October 2024, the woman cultural authority held a Houthi-sponsored protest stand in the Kawlet Farwan area of Qarah district (coded to district center Qarah) (Hajjah) in solidarity with the Palestinian and Lebanese people and in support of Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=no report",1730764903
YEM93391,"26 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Unidentified Tribal Group (Yemen)",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Abyan,"Al Mahfad",,"Al Mahfid",14.0585,46.9133,2,"Aden al Ghad; Al Masdar",National,"On 26 October 2024, dozens of tribesmen blocked the road in Bakazm area of Al Mahfad district (coded to district center Al Mahfid) (Abyan) and established a flying checkpoint, demanding the release or trial of detainees held in Aden's prisons. The protesters blocked the movement of gas and goods moving from eastern governorates to Aden.",0,"crowd size=dozens",1730764903
YEM93392,"26 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Unidentified Tribal Group (Yemen)",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Abyan,Mudiyah,,Dathinah,13.8986,46.0464,1,"Aden al Ghad; Al Masdar",National,"On 26 October 2024, dozens of tribesmen blocked the road in Dathinah (Mudiyah, Abyan) and established a flying checkpoint, demanding the release or trial of detainees held in Aden's prisons. The protesters blocked the movement of gas and goods moving from eastern governorates to Aden.",0,"crowd size=dozens",1730764903
YEM93393,"26 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Unidentified Tribal Group (Yemen)",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Abyan,Ahwar,,Ahwar,13.5202,46.7137,1,"Aden al Ghad; Al Masdar",National,"On 26 October 2024, dozens of tribesmen blocked the road in Ahwar (Ahwar, Abyan) and established a flying checkpoint, demanding the release or trial of detainees held in Aden's prisons. The protesters blocked the movement of gas and goods moving from eastern governorates to Aden.",0,"crowd size=dozens",1730764903
YEM93395,"26 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)",,Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Abyan,"Al Mahfad",,"Al Mahfid",14.0585,46.9133,2,"Aden al Ghad",National,"On 26 October 2024, protesters held a large protest in Al Mahfad district (coded to district center Al Mahfid) (Abyan) against worsening living conditions.",0,"crowd size=large",1730764903
YEM93396,"26 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)",,Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Lahij,Tuban,,"Al Baytarah",12.985,44.966,1,"Hadramawt 21",National,"On 26 October 2024, protesters held a protest stand in Al Baytarah village (Tuban, Lahij), demanding a review of the names that were removed from the World Food Program beneficiary lists, following the removal of 160 families from the lists.",0,"crowd size=no report",1730764903
YEM93397,"26 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)",,Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Abyan,Zingibar,,Zinjibar,13.1287,45.3807,3,"Ansar Allah",National,"On 26 October 2024, protesters held protesters across IRG controlled areas in Abyan governorate (coded to governorate center Zinjibar) (Zingibar). According to sources, dozens of businesses in IRG controlled areas of Abyan closed as citizens voiced frustration over rising food and basic commodity prices and the lack of government intervention.",0,"crowd size=no report",1730764903
YEM92978,"25 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)",,Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Abyan,Zingibar,,Zinjibar,13.1287,45.3807,2,"Aden al Ghad; Al Masdar",National,"On 25 October 2024, residents held a large protest in Zingibar district (coded to district center Zinjibar) (Abyan) in solidarity with the Palestinian people, to denounc the assassination of the Hamas leader, Yahya Sinwar, and to support Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1730180206
YEM92986,"25 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Al Makhadir",,"Al Makhadir",14.1222,44.198,2,"Yemen News Agency (SABA) - Houthi",National,"On 25 October 2024, protesters held a large Houthi-sponsored demonstration in Al Makhadir district (coded to district center Al Makhadir) (Ibb) in solidarity with the Palestinian and Lebanese people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1730180206
YEM92991,"25 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Al Qafr",,Rihab,14.2276,44.1881,2,"Yemen News Agency (SABA) - Houthi",National,"On 25 October 2024, protesters held a large Houthi-sponsored demonstration in Al Qafr district (coded to district center Rihab) (Ibb) in solidarity with the Palestinian and Lebanese people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1730180206
YEM92992,"25 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Al Udayn",,"Al Udayn",13.9692,43.9967,2,"Yemen News Agency (SABA) - Houthi",National,"On 25 October 2024, protesters held a large Houthi-sponsored demonstration in Al Udayn district (coded to district center Al Udayn) (Ibb) in solidarity with the Palestinian and Lebanese people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1730180206
YEM92993,"25 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Al Udayn",,Ardan,13.9331,43.8837,1,"Yemen News Agency (SABA) - Houthi",National,"On 25 October 2024, protesters held a large Houthi-sponsored demonstration in Ardan (Al Udayn, Ibb) in solidarity with the Palestinian and Lebanese people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1730180206
YEM92994,"25 October 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Al Udayn",,"As Sarah",13.889,43.9066,1,"Yemen News Agency (SABA) - Houthi",National,"On 25 October 2024, protesters held a large Houthi-sponsored demonstration in As Sarah (Al Udayn, Ibb) in solidarity with the Palestinian and Lebanese people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1730180206
