event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
YEM94565,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Far Al Udayn",,"Uzlat Al Aqibah",13.8786,43.7357,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Uzlat Al Aqibah region (Far Al Udayn, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734387227
YEM94586,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Hazm Al Udayn",,"Al Junayd",14.0842,44.0575,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Al Junayd (Hazm Al Udayn, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734387228
YEM94587,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Hazm Al Udayn",,"Uzlat Al Ajum",14.0936,43.9495,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Uzlat Al Ajum region (Hazm Al Udayn, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734387228
YEM94589,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Hazm Al Udayn",,"Uzlat Al Aslum",14.0473,43.9221,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Uzlat Al Aslum region (Hazm Al Udayn, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734387228
YEM94633,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Sadah,Ghamr,,"Ar Rahmanayn",17.019,43.2983,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Ar Rahmanayn (Ghamr, Sadah) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734387228
YEM94634,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Sadah,Majz,,"Walad Umar",16.791,43.3719,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Walad Umar (Majz, Sadah) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734387228
YEM94635,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Sadah,Saqayn,,"Uzlat Arw",16.9411,43.5175,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Uzlat Arw region (Saqayn, Sadah) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734387228
YEM94658,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Sadah,"Al Dhaher",,Jafrah,16.6537,43.2992,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Jafrah (Al Dhaher, Sadah) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734387228
YEM94667,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Dhamar,"Dawran Aness",,"Dawran ad Daydah",14.7393,44.2066,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored protest in Dawran Aness district (coded to district center Dawran ad Daydah) (Dhamar) in solidarity with the Palestinian people and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734387228
YEM94520,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Al Makhadir",,"Al Makhadir",14.1222,44.198,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Al Makhadir district (coded to district center Al Makhadir) (Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466550
YEM94521,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Al Qafr",,Rihab,14.2276,44.1881,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Al Qafr district (coded to district center Rihab) (Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466550
YEM94522,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Al Udayn",,"Al Udayn",13.9692,43.9967,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Al Udayn district (coded to district center Al Udayn) (Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466550
YEM94523,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Al Udayn",,Ardan,13.9331,43.8837,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Ardan (Al Udayn, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466550
YEM94524,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Al Udayn",,"As Sarah",13.889,43.9066,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in As Sarah (Al Udayn, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466550
YEM94525,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Al Udayn",,"Uzlat Shalf",13.8814,43.8792,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Uzlat Shalf region (Al Udayn, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466550
YEM94526,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"An Nadirah",,"An Nadirah",14.0963,44.4756,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held large Houthi-sponsored demonstrations in An Nadirah district (coded to district center An Nadirah) (Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine. Houthi-affiliated political officials took part in the demonstration.",0,"crowd size=large",1734466550
YEM94527,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Ar Radmah",,"Ar Radmah",14.2197,44.5866,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held large Houthi-sponsored demonstrations in Ar Radmah district (coded to district center Ar Radmah) (Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine. Houthi-affiliated political officials took part in the demonstration.",0,"crowd size=large",1734466550
YEM94528,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"As Sabrah",,"Al Ahad",13.8009,44.314,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Suq Al Ahad (As Sabrah, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466550
YEM94529,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"As Sabrah",,"Najd al Jumai",13.9158,44.3241,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Inan in As Sabrah district (coded to Najd al Jumai) (Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466550
YEM94530,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"As Saddah",,"As Saddah",14.1221,44.4214,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held large Houthi-sponsored demonstrations in As Saddah district (coded to district center As Saddah) (Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine. Houthi-affiliated political officials took part in the demonstration.",0,"crowd size=large",1734466550
YEM94531,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"As Sayyani",,"Al Baghdah",13.8157,44.1851,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Al Baghdah (As Sayyani) (Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466550
YEM94532,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"As Sayyani",,"Uzlat Al Hadis",13.8917,44.2297,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Uzlat Al Hadis region (As Sayyani, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94533,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Ash Shair",,"Ar Radai",14.0171,44.393,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Ash Shair district (coded to district center Ar Radai) (Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94534,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,Badan,,"Al Manar",14.0567,44.2743,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Al Manar (Badan, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94535,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,Badan,,"Qaryat ad Dais",13.9877,44.2749,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Qaryat ad Dais (Badan, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94537,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,Badan,,"Shawt al Faras",13.9936,44.322,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Shawt al Faras (Badan, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94538,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,Badan,,"Suq al Layl",13.8918,44.4317,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Suq al Layl (Badan, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94539,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Dhi As Sufal",,"Ad Dakhal",13.8618,44.0189,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Ad Dakhal (Dhi As Sufal, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94549,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Dhi As Sufal",,"Al Jaashin",13.8057,44.0421,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Al Jaashin (Dhi As Sufal, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94553,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Dhi As Sufal",,"Al Qaidah",13.7556,44.1324,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Al Qaidah (Dhi As Sufal, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94555,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Dhi As Sufal",,"As Safna",13.7802,44.1104,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in As Safna (Dhi As Sufal, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94557,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Dhi As Sufal",,Shawait,13.8472,44.0847,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Shawait (Dhi As Sufal, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94558,"13 December 2024",2024,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Yemen)",,"Political militia","Civilians (Yemen)","Al al Obaidi Tribal Group (Yemen)",Civilians,"Political militia-Civilians","Civilian targeting",887,"Middle East",Yemen,Marib,Marib,,"Al Husun",15.4739,45.3669,1,"Ansar Allah; Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, unidentified gunmen shot and killed 1 tribal sheikh from Al Obaidi tribe in Al Husun (Marib, Marib). The reason behind the attack was not reported.",1,,1734466551
YEM94562,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Dhi As Sufal",,"Uzlat Habir",13.79,44.0597,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Uzlat Habir region (Dhi As Sufal, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94566,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Far Al Udayn",,"Al Ahmul",13.9203,43.7552,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Al Ahmul (Far Al Udayn, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94567,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Far Al Udayn",,"Al Akhmas",13.9176,43.7892,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Al Akhmas (Far Al Udayn, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94569,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Far Al Udayn",,"Al Wuzayrah",13.9039,43.7796,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Al Wuzayrah (Far Al Udayn, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94570,"13 December 2024",2024,1,"Strategic developments","Strategic developments","Change to group/activity","Military Forces of Yemen (2017-) Houthi",,"State forces",,,,"State forces only",,887,"Middle East",Yemen,"Al Bayda","Az Zahir",,"Az Zahir",13.9642,45.4666,2,"Khabar News Agency (Yemen); Yemen Window",National,"Movement of forces: On 13 December 2024, Houthi forces deployed significant reinforcements to Az Zahir district (coded to district center Az Zahir) and Dhi Naim district (coded to district center Dhi Naim). The reinforcements included fighters, various military vehicles, and heavy artillery.",0,,1734466551
YEM94571,"13 December 2024",2024,1,"Strategic developments","Strategic developments","Change to group/activity","Military Forces of Yemen (2017-) Houthi",,"State forces",,,,"State forces only",,887,"Middle East",Yemen,"Al Bayda","Dhi Naim",,"Dhi Naim",14.1057,45.4481,2,"Khabar News Agency (Yemen); Yemen Window",National,"Movement of forces: On 13 December 2024, Houthi forces deployed significant reinforcements to Az Zahir district (coded to district center Az Zahir) and Dhi Naim district (coded to district center Dhi Naim). The reinforcements included fighters, various military vehicles, and heavy artillery.",0,,1734466551
YEM94572,"13 December 2024",2024,1,"Strategic developments","Strategic developments","Change to group/activity","Military Forces of Yemen (2017-) Houthi",,"State forces",,,,"State forces only",,887,"Middle East",Yemen,"Al Hudaydah","At Tuhayat",,"At Tuhayta",14.1836,43.2264,2,"Khabar News Agency (Yemen); Yemen Window",National,"Movement of forces: On 13 December 2024, Houthi forces deployed reinforcements to At Tuhayat district (coded to district center At Tuhayta) and Al Garrahi district (coded to district center Al Jarrahi). The reinforcements included dozens of new fighters, rocket launchers, and 4wd vehicles.",0,,1734466551
YEM94573,"13 December 2024",2024,1,"Strategic developments","Strategic developments","Change to group/activity","Military Forces of Yemen (2017-) Houthi",,"State forces",,,,"State forces only",,887,"Middle East",Yemen,"Al Hudaydah","Al Garrahi",,"Al Jarrahi",14.1325,43.3885,2,"Khabar News Agency (Yemen); Yemen Window",National,"Movement of forces: On 13 December 2024, Houthi forces deployed reinforcements to At Tuhayat district (coded to district center At Tuhayta) and Al Garrahi district (coded to district center Al Jarrahi). The reinforcements included dozens of new fighters, rocket launchers, and 4wd vehicles.",0,,1734466551
YEM94574,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Far Al Udayn",,"Ar Ramadi",13.9564,43.7846,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Ar Ramadi (Far Al Udayn, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94575,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Far Al Udayn",,"Bani Yusuf",13.9451,43.8502,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Bani Yusuf (Far Al Udayn, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94583,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Far Al Udayn",,"Uzlat Al Masil",14.0084,43.7502,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Uzlat Al Masil region (Far Al Udayn, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94584,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Far Al Udayn",,"Uzlat al Mazahin",13.9866,43.8268,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Uzlat al Mazahin region (Far Al Udayn, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94585,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Far Al Udayn",,"Uzlat Bani Ahmad",13.903,43.828,2,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Uzlat Bani Ahmad region (Far Al Udayn, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94590,"13 December 2024",2024,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Police Forces of Yemen (2017-) Houthi",,"State forces","Civilians (Yemen)","Labor Group (Yemen); Teachers (Yemen)",Civilians,"State forces-Civilians","Civilian targeting",887,"Middle East",Yemen,"Amanat al Asimah",,,Sanaa,15.3547,44.2067,3,"Yemen Window",National,"On 13 December 2024, Houthi forces abducted 50 officials of the education sector in Amanat al Asimah (coded to governorate capital Sanaa). The reason behind the abduction was the officials' refusal to participate in the training courses given by the Houthi group leader, also their rejection to take part in the Houthi-sponsored protests and demonstrations. They were taken to Houthi prisons.",0,,1734466551
YEM94591,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Hazm Al Udayn",,"Al Jabjab",14.1046,44.0366,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in Al Jabjab (Hazm Al Udayn, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
YEM94592,"13 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Ibb,"Hazm Al Udayn",,"As Safiyah",14.1428,44.0538,1,"Yemen News Agency (SABA) - Houthi",National,"On 13 December 2024, protesters held a large Houthi-sponsored demonstration in As Safiyah (Hazm Al Udayn, Ibb) in solidarity with the Palestinian people, and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=large",1734466551
