countrycode,countryname,adminone,adminlevel,population,date,datatype,fcs people,fcs prevalence,rcsi people,rcsi prevalence,health access people,health access prevalence,market access people,market access prevalence
#country+code,#country+name,#adm1+name,#meta+adminlevel,#population+total,#date,#data+type,#population+fcs,#indicator+fcs+prevalence,#population+rcsi,#indicator+rcsi+prevalence,#population+health_access,#indicator+health_access+prevalence,#population+market_access,#indicator+market_access+prevalence
YEM,Yemen,Al Jawf,subnational,686013,2024-11-25,SURVEY,500661,0.7298127003424133,404790,0.5900617043700338,,,,
YEM,Yemen,Al Maharah,subnational,198057,2024-11-25,SURVEY,96651,0.4879958799739469,79222,0.3999959607587715,,,,
YEM,Yemen,Al Mahwit,subnational,839054,2024-11-25,SURVEY,357736,0.42635634893582536,448796,0.5348833328963333,,,,
YEM,Yemen,Amanat Al Asimah,subnational,3780347,2024-11-25,SURVEY,2210728,0.5847949936870874,2586555,0.6842103154677565,,,,
YEM,Yemen,Amran,subnational,1269951,2024-11-25,SURVEY,879836,0.6928102896606876,711752,0.5604562695726055,,,,
YEM,Yemen,Dhamar,subnational,2401814,2024-11-25,SURVEY,1404028,0.5845698293040177,1282868,0.5341246241382555,,,,
YEM,Yemen,Hadramaut,subnational,1741215,2024-11-25,SURVEY,1096937,0.6299836608345322,669270,0.3843695350660315,,,,
YEM,Yemen,Hajjah,subnational,2465838,2024-11-25,SURVEY,1663200,0.6744968647575388,1505980,0.6107376072556266,,,,
YEM,Yemen,Ibb,subnational,3354584,2024-11-25,SURVEY,2010060,0.5991979929553113,1841995,0.549097891124503,,,,
YEM,Yemen,Lahj,subnational,1132962,2024-11-25,SURVEY,921547,0.8133962127591217,509562,0.4497608922452827,,,,
YEM,Yemen,Marib,subnational,1752670,2024-11-25,SURVEY,1199572,0.684425476558622,668024,0.3811464793714732,,,,
YEM,Yemen,Raymah,subnational,618293,2024-11-25,SURVEY,415317,0.6717155135186715,284164,0.4595943994190457,,,,
YEM,Yemen,Sa'ada,subnational,1152498,2024-11-25,SURVEY,727304,0.6310674725682821,573451,0.49757223006026907,,,,
YEM,Yemen,Sana'a,subnational,1583775,2024-11-25,SURVEY,799022,0.5045047434136793,846581,0.5345336300926584,,,,
YEM,Yemen,Shabwah,subnational,722603,2024-11-25,SURVEY,510282,0.706171992089709,349704,0.48395038492782344,,,,
YEM,Yemen,Socotra,subnational,75474,2024-11-25,SURVEY,47547,0.6299785356546626,29009,0.3843575270954236,,,,
YEM,Yemen,Taizz,subnational,3475930,2024-11-25,SURVEY,2367487,0.6811089406288389,1831338,0.5268627388929006,,,,
YEM,Yemen,Abyan,subnational,628930,2024-11-24,SURVEY,444444,0.7066668786669422,253668,0.40333264433243765,,,,
YEM,Yemen,Aden,subnational,1247011,2024-11-24,SURVEY,705855,0.5660375088912608,670562,0.5377354329673114,,,,
YEM,Yemen,Al Bayda,subnational,830253,2024-11-24,SURVEY,665393,0.8014340207141678,440948,0.5311007608524149,,,,
YEM,Yemen,Al Dhale'e,subnational,805687,2024-11-24,SURVEY,650746,0.80769082782768,371855,0.46153779321250066,,,,
YEM,Yemen,Al Hudaydah,subnational,3401069,2024-11-24,SURVEY,1905142,0.5601597615338001,1682345,0.4946518285868355,,,,
YEM,Yemen,Al Jawf,subnational,686013,2024-11-24,SURVEY,500661,0.7298127003424133,404790,0.5900617043700338,,,,
YEM,Yemen,Al Maharah,subnational,198057,2024-11-24,SURVEY,101405,0.5119990709745175,85560,0.43199684939184174,,,,
YEM,Yemen,Al Mahwit,subnational,839054,2024-11-24,SURVEY,353286,0.4210527570335163,456327,0.5438589173044881,,,,
YEM,Yemen,Amanat Al Asimah,subnational,3780347,2024-11-24,SURVEY,2157262,0.5706518475684904,2527078,0.6684777878856094,,,,
YEM,Yemen,Amran,subnational,1269951,2024-11-24,SURVEY,882996,0.6952992674520513,712160,0.5607775418106683,,,,
YEM,Yemen,Dhamar,subnational,2401814,2024-11-24,SURVEY,1403925,0.5845269450506991,1273167,0.530085593638808,,,,
YEM,Yemen,Hadramaut,subnational,1741215,2024-11-24,SURVEY,1076030,0.6179765278842647,662387,0.3804165482148959,,,,
YEM,Yemen,Hajjah,subnational,2465838,2024-11-24,SURVEY,1664028,0.6748326532399939,1507512,0.6113588970564976,,,,
YEM,Yemen,Ibb,subnational,3354584,2024-11-24,SURVEY,2025410,0.6037738211354969,1795249,0.5351629292931702,,,,
YEM,Yemen,Lahj,subnational,1132962,2024-11-24,SURVEY,910691,0.8038142497277049,500108,0.4414163934889255,,,,
YEM,Yemen,Marib,subnational,1752670,2024-11-24,SURVEY,1178023,0.6721305208624556,675209,0.3852459390529877,,,,
YEM,Yemen,Raymah,subnational,618293,2024-11-24,SURVEY,414319,0.6701013920584578,277275,0.44845243274628693,,,,
YEM,Yemen,Sa'ada,subnational,1152498,2024-11-24,SURVEY,729358,0.6328496882424091,570681,0.49516875517354475,,,,
YEM,Yemen,Sana'a,subnational,1583775,2024-11-24,SURVEY,791887,0.4999996842985904,851739,0.537790405834162,,,,
YEM,Yemen,Shabwah,subnational,722603,2024-11-24,SURVEY,512814,0.7096759908276052,351439,0.48635142671702164,,,,
YEM,Yemen,Socotra,subnational,75474,2024-11-24,SURVEY,46641,0.6179744017807457,28711,0.38040914752100063,,,,
YEM,Yemen,Taizz,subnational,3475930,2024-11-24,SURVEY,2368606,0.6814308688609955,1829746,0.5264047319710121,,,,
YEM,Yemen,Abyan,subnational,628930,2024-11-23,SURVEY,459683,0.7308969201659962,263273,0.4186046141859984,,,,
YEM,Yemen,Aden,subnational,1247011,2024-11-23,SURVEY,721309,0.5784303426353096,660182,0.5294115288477809,,,,
YEM,Yemen,Al Bayda,subnational,830253,2024-11-23,SURVEY,666179,0.8023807200937546,442801,0.5333326106620512,,,,
YEM,Yemen,Al Dhale'e,subnational,805687,2024-11-23,SURVEY,653191,0.8107255050658632,371073,0.4605671929669959,,,,
YEM,Yemen,Al Hudaydah,subnational,3401069,2024-11-23,SURVEY,1907693,0.5609098198242964,1684600,0.49531485541751724,,,,
YEM,Yemen,Al Jawf,subnational,686013,2024-11-23,SURVEY,500661,0.7298127003424133,404790,0.5900617043700338,,,,
YEM,Yemen,Al Maharah,subnational,198057,2024-11-23,SURVEY,102989,0.5199967686070172,79222,0.3999959607587715,,,,
YEM,Yemen,Al Mahwit,subnational,839054,2024-11-23,SURVEY,353286,0.4210527570335163,456327,0.5438589173044881,,,,
YEM,Yemen,Amanat Al Asimah,subnational,3780347,2024-11-23,SURVEY,2145603,0.5675677391519879,2513420,0.664864892032398,,,,
YEM,Yemen,Amran,subnational,1269951,2024-11-23,SURVEY,883623,0.6957929872884859,713063,0.5614885928669688,,,,
YEM,Yemen,Dhamar,subnational,2401814,2024-11-23,SURVEY,1403925,0.5845269450506991,1273167,0.530085593638808,,,,
YEM,Yemen,Hadramaut,subnational,1741215,2024-11-23,SURVEY,1064406,0.6113007296629078,652955,0.37499964105524014,,,,
YEM,Yemen,Hajjah,subnational,2465838,2024-11-23,SURVEY,1664921,0.675194801929405,1505833,0.6106779926337416,,,,
YEM,Yemen,Ibb,subnational,3354584,2024-11-23,SURVEY,2025410,0.6037738211354969,1795249,0.5351629292931702,,,,
YEM,Yemen,Lahj,subnational,1132962,2024-11-23,SURVEY,908474,0.8018574321115801,477037,0.42105295676289234,,,,
YEM,Yemen,Marib,subnational,1752670,2024-11-23,SURVEY,1166200,0.6653848128854833,613434,0.3499997147209686,,,,
YEM,Yemen,Raymah,subnational,618293,2024-11-23,SURVEY,414319,0.6701013920584578,277275,0.44845243274628693,,,,
YEM,Yemen,Sa'ada,subnational,1152498,2024-11-23,SURVEY,729358,0.6328496882424091,570681,0.49516875517354475,,,,
YEM,Yemen,Sana'a,subnational,1583775,2024-11-23,SURVEY,787310,0.4971097535950498,855970,0.5404618711622547,,,,
YEM,Yemen,Shabwah,subnational,722603,2024-11-23,SURVEY,518060,0.7169358555112558,348727,0.4825983285427821,,,,
YEM,Yemen,Socotra,subnational,75474,2024-11-23,SURVEY,46137,0.6112966054535337,28302,0.3749900628030845,,,,
YEM,Yemen,Taizz,subnational,3475930,2024-11-23,SURVEY,2362502,0.6796747920700359,1814265,0.5219509598869942,,,,
YEM,Yemen,Abyan,subnational,628930,2024-11-22,SURVEY,472241,0.750864166123416,282909,0.4498258947736632,,,,
YEM,Yemen,Aden,subnational,1247011,2024-11-22,SURVEY,734725,0.5891888684221711,660579,0.5297298901132388,,,,
YEM,Yemen,Al Bayda,subnational,830253,2024-11-22,SURVEY,668109,0.8047053127179306,437592,0.5270586194810497,,,,
YEM,Yemen,Al Dhale'e,subnational,805687,2024-11-22,SURVEY,659424,0.8184609415029155,376813,0.467691547710215,,,,
YEM,Yemen,Al Hudaydah,subnational,3401069,2024-11-22,SURVEY,1929286,0.5672587060127272,1717798,0.505075904076042,,,,
YEM,Yemen,Al Jawf,subnational,686013,2024-11-22,SURVEY,506624,0.7385049554454507,413973,0.603447748074745,,,,
YEM,Yemen,Al Maharah,subnational,198057,2024-11-22,SURVEY,102937,0.5197342179271623,79483,0.40131376320958106,,,,
YEM,Yemen,Al Mahwit,subnational,839054,2024-11-22,SURVEY,353286,0.4210527570335163,456327,0.5438589173044881,,,,
YEM,Yemen,Amanat Al Asimah,subnational,3780347,2024-11-22,SURVEY,2145603,0.5675677391519879,2513420,0.664864892032398,,,,
YEM,Yemen,Amran,subnational,1269951,2024-11-22,SURVEY,887600,0.6989246041776415,713981,0.56221145540261,,,,
YEM,Yemen,Dhamar,subnational,2401814,2024-11-22,SURVEY,1398175,0.5821329212003927,1266663,0.5273776404001309,,,,
YEM,Yemen,Hadramaut,subnational,1741215,2024-11-22,SURVEY,1006739,0.5781819017180532,674325,0.38727268028359507,,,,
YEM,Yemen,Hajjah,subnational,2465838,2024-11-22,SURVEY,1663962,0.6748058874913924,1505228,0.6104326399382279,,,,
YEM,Yemen,Ibb,subnational,3354584,2024-11-22,SURVEY,2025410,0.6037738211354969,1795249,0.5351629292931702,,,,
YEM,Yemen,Lahj,subnational,1132962,2024-11-22,SURVEY,912213,0.8051576310591176,470715,0.4154728931773528,,,,
YEM,Yemen,Marib,subnational,1752670,2024-11-22,SURVEY,1158152,0.6607929615957367,633122,0.3612328618621874,,,,
YEM,Yemen,Raymah,subnational,618293,2024-11-22,SURVEY,413280,0.668420958995169,276604,0.4473671867544999,,,,
YEM,Yemen,Sa'ada,subnational,1152498,2024-11-22,SURVEY,729358,0.6328496882424091,570681,0.49516875517354475,,,,
YEM,Yemen,Sana'a,subnational,1583775,2024-11-22,SURVEY,787310,0.4971097535950498,855970,0.5404618711622547,,,,
YEM,Yemen,Shabwah,subnational,722603,2024-11-22,SURVEY,514807,0.7124340751422289,359429,0.4974086739191506,,,,
YEM,Yemen,Socotra,subnational,75474,2024-11-22,SURVEY,43637,0.57817261573522,29229,0.38727243819063517,,,,
YEM,Yemen,Taizz,subnational,3475930,2024-11-22,SURVEY,2332682,0.6710957930683299,1784156,0.5132888176689404,,,,
YEM,Yemen,Abyan,subnational,628930,2024-11-21,SURVEY,466696,0.7420483467102328,284463,0.4522967579857854,,,,
YEM,Yemen,Aden,subnational,1247011,2024-11-21,SURVEY,734725,0.5891888684221711,667319,0.535134814368117,,,,
YEM,Yemen,Al Bayda,subnational,830253,2024-11-21,SURVEY,667129,0.8035249496237894,439176,0.5289664716658657,,,,
YEM,Yemen,Al Dhale'e,subnational,805687,2024-11-21,SURVEY,663804,0.8238981142801113,369906,0.45911873965944594,,,,
YEM,Yemen,Al Hudaydah,subnational,3401069,2024-11-21,SURVEY,1927994,0.5668788254516448,1715699,0.504458745176884,,,,
YEM,Yemen,Al Jawf,subnational,686013,2024-11-21,SURVEY,491015,0.7157517423139211,427583,0.6232870222575957,,,,
YEM,Yemen,Al Maharah,subnational,198057,2024-11-21,SURVEY,100251,0.5061724655023554,77022,0.3888880473802996,,,,
YEM,Yemen,Al Mahwit,subnational,839054,2024-11-21,SURVEY,354984,0.42307646468522886,454732,0.541957966948492,,,,
YEM,Yemen,Amanat Al Asimah,subnational,3780347,2024-11-21,SURVEY,2148393,0.5683057666399407,2499572,0.6612017362427312,,,,
YEM,Yemen,Amran,subnational,1269951,2024-11-21,SURVEY,890615,0.7012987115250904,723854,0.5699857711045544,,,,
YEM,Yemen,Dhamar,subnational,2401814,2024-11-21,SURVEY,1398175,0.5821329212003927,1266663,0.5273776404001309,,,,
YEM,Yemen,Hadramaut,subnational,1741215,2024-11-21,SURVEY,1018140,0.5847296284491001,651740,0.3743018524421166,,,,
YEM,Yemen,Hajjah,subnational,2465838,2024-11-21,SURVEY,1683459,0.6827127329532597,1513496,0.6137856582630327,,,,
YEM,Yemen,Ibb,subnational,3354584,2024-11-21,SURVEY,2027685,0.6044519976247428,1792176,0.5342468693584659,,,,
YEM,Yemen,Lahj,subnational,1132962,2024-11-21,SURVEY,916553,0.8089882979305573,474188,0.4185383093166408,,,,
YEM,Yemen,Marib,subnational,1752670,2024-11-21,SURVEY,1177794,0.671999863066065,708078,0.40399961202051726,,,,
YEM,Yemen,Raymah,subnational,618293,2024-11-21,SURVEY,413333,0.6685066788723144,280110,0.45303763749549164,,,,
YEM,Yemen,Sa'ada,subnational,1152498,2024-11-21,SURVEY,745591,0.6469347452229852,601833,0.5221987370043158,,,,
YEM,Yemen,Sana'a,subnational,1583775,2024-11-21,SURVEY,787229,0.4970586099666935,852443,0.5382349134188884,,,,
YEM,Yemen,Shabwah,subnational,722603,2024-11-21,SURVEY,512566,0.7093327871597543,354557,0.49066638250879113,,,,
YEM,Yemen,Socotra,subnational,75474,2024-11-21,SURVEY,44131,0.5847179161035588,28250,0.3743010838169436,,,,
YEM,Yemen,Taizz,subnational,3475930,2024-11-21,SURVEY,2305090,0.6631577736030358,1780652,0.5122807421323214,,,,
YEM,Yemen,Abyan,subnational,628930,2024-11-20,SURVEY,462636,0.7355921962698552,285683,0.45423656050752864,,,,
YEM,Yemen,Aden,subnational,1247011,2024-11-20,SURVEY,749608,0.6011238072478912,679551,0.5449438697814213,,,,
YEM,Yemen,Al Bayda,subnational,830253,2024-11-20,SURVEY,670827,0.807979013625967,441007,0.5311718235284907,,,,
YEM,Yemen,Al Dhale'e,subnational,805687,2024-11-20,SURVEY,666139,0.8267962620719957,363348,0.4509791023064788,,,,
YEM,Yemen,Al Hudaydah,subnational,3401069,2024-11-20,SURVEY,1911710,0.5620909190610364,1711649,0.5032679431084756,,,,
YEM,Yemen,Al Jawf,subnational,686013,2024-11-20,SURVEY,493447,0.719296864636676,430864,0.628069730457003,,,,
YEM,Yemen,Al Maharah,subnational,198057,2024-11-20,SURVEY,101331,0.5116254411608779,74847,0.37790636029021946,,,,
YEM,Yemen,Al Mahwit,subnational,839054,2024-11-20,SURVEY,354984,0.42307646468522886,454732,0.541957966948492,,,,
YEM,Yemen,Amanat Al Asimah,subnational,3780347,2024-11-20,SURVEY,2157262,0.5706518475684904,2506536,0.6630438951768184,,,,
YEM,Yemen,Amran,subnational,1269951,2024-11-20,SURVEY,894437,0.7043082764610603,728381,0.5735504755695299,,,,
YEM,Yemen,Dhamar,subnational,2401814,2024-11-20,SURVEY,1403233,0.5842388294847145,1246594,0.5190218726346003,,,,
YEM,Yemen,Hadramaut,subnational,1741215,2024-11-20,SURVEY,1008071,0.5789468847902183,651318,0.37405949294027446,,,,
YEM,Yemen,Hajjah,subnational,2465838,2024-11-20,SURVEY,1659486,0.6729906830862368,1521885,0.6171877471269402,,,,
YEM,Yemen,Ibb,subnational,3354584,2024-11-20,SURVEY,2027685,0.6044519976247428,1792176,0.5342468693584659,,,,
YEM,Yemen,Lahj,subnational,1132962,2024-11-20,SURVEY,914598,0.8072627325541368,477869,0.4217873150202743,,,,
YEM,Yemen,Marib,subnational,1752670,2024-11-20,SURVEY,1184804,0.6759994750865822,722100,0.4119999771776775,,,,
YEM,Yemen,Raymah,subnational,618293,2024-11-20,SURVEY,398363,0.6442948569691069,278024,0.4496638325195336,,,,
YEM,Yemen,Sa'ada,subnational,1152498,2024-11-20,SURVEY,742666,0.64439677986426,608538,0.5280165345189319,,,,
YEM,Yemen,Sana'a,subnational,1583775,2024-11-20,SURVEY,782733,0.49421982289150923,846815,0.5346813783523543,,,,
YEM,Yemen,Shabwah,subnational,722603,2024-11-20,SURVEY,514493,0.7119995350143854,356483,0.49333174647766476,,,,
YEM,Yemen,Socotra,subnational,75474,2024-11-20,SURVEY,43695,0.578941092296685,28231,0.3740493414950844,,,,
YEM,Yemen,Taizz,subnational,3475930,2024-11-20,SURVEY,2269260,0.6528497409326425,1740968,0.5008639414487633,,,,
YEM,Yemen,Abyan,subnational,628930,2024-11-19,SURVEY,462636,0.7355921962698552,283551,0.4508466761006789,,,,
YEM,Yemen,Aden,subnational,1247011,2024-11-19,SURVEY,724246,0.5807855744656623,697019,0.5589517654615717,,,,
YEM,Yemen,Al Bayda,subnational,830253,2024-11-19,SURVEY,662525,0.7979796519855996,433995,0.5227262051446968,,,,
YEM,Yemen,Al Dhale'e,subnational,805687,2024-11-19,SURVEY,674091,0.8366660998626017,375987,0.4666663356861908,,,,
YEM,Yemen,Al Hudaydah,subnational,3401069,2024-11-19,SURVEY,1914886,0.5630247431028303,1705299,0.501400883075292,,,,
YEM,Yemen,Al Jawf,subnational,686013,2024-11-19,SURVEY,489340,0.7133100976220568,430806,0.62798518395424,,,,
YEM,Yemen,Al Maharah,subnational,198057,2024-11-19,SURVEY,100726,0.5085707649817982,73564,0.3714284271699561,,,,
YEM,Yemen,Al Mahwit,subnational,839054,2024-11-19,SURVEY,355874,0.42413718306569065,454246,0.5413787432036555,,,,
YEM,Yemen,Amanat Al Asimah,subnational,3780347,2024-11-19,SURVEY,2157262,0.5706518475684904,2506536,0.6630438951768184,,,,
YEM,Yemen,Amran,subnational,1269951,2024-11-19,SURVEY,879663,0.6926747567425829,744174,0.585986388451208,,,,
YEM,Yemen,Dhamar,subnational,2401814,2024-11-19,SURVEY,1392922,0.5799458242811475,1243214,0.5176146029625941,,,,
YEM,Yemen,Hadramaut,subnational,1741215,2024-11-19,SURVEY,1028089,0.5904434547140933,665584,0.38225262245041536,,,,
YEM,Yemen,Hajjah,subnational,2465838,2024-11-19,SURVEY,1637010,0.6638757290624931,1489531,0.6040668527291736,,,,
YEM,Yemen,Ibb,subnational,3354584,2024-11-19,SURVEY,2034652,0.6065288572293912,1786805,0.5326457766447344,,,,
YEM,Yemen,Lahj,subnational,1132962,2024-11-19,SURVEY,921436,0.813298239481995,475206,0.4194368390113702,,,,
YEM,Yemen,Marib,subnational,1752670,2024-11-19,SURVEY,1195618,0.6821701721483199,740469,0.4224805582340087,,,,
YEM,Yemen,Raymah,subnational,618293,2024-11-19,SURVEY,390920,0.6322568749767505,271251,0.43870947916279174,,,,
YEM,Yemen,Sa'ada,subnational,1152498,2024-11-19,SURVEY,749729,0.6505252069851748,606578,0.5263158808084699,,,,
YEM,Yemen,Sana'a,subnational,1583775,2024-11-19,SURVEY,763528,0.4820937317485123,842061,0.5316796893498129,,,,
YEM,Yemen,Shabwah,subnational,722603,2024-11-19,SURVEY,520488,0.7202959301303758,352358,0.4876232177281301,,,,
YEM,Yemen,Socotra,subnational,75474,2024-11-19,SURVEY,44563,0.5904417415268834,28850,0.38225084134933884,,,,
YEM,Yemen,Taizz,subnational,3475930,2024-11-19,SURVEY,2234967,0.6429838920806805,1716355,0.4937829588052694,,,,
YEM,Yemen,Abyan,subnational,628930,2024-11-18,SURVEY,466421,0.7416103540934603,282807,0.44966371456282894,,,,
YEM,Yemen,Aden,subnational,1247011,2024-11-18,SURVEY,719641,0.577092744169859,697666,0.5594706061133382,,,,
YEM,Yemen,Al Bayda,subnational,830253,2024-11-18,SURVEY,663335,0.7989552582164714,427048,0.5143588761498001,,,,
YEM,Yemen,Al Dhale'e,subnational,805687,2024-11-18,SURVEY,675655,0.8386073003536113,367148,0.45569557408770406,,,,
YEM,Yemen,Al Hudaydah,subnational,3401069,2024-11-18,SURVEY,1911781,0.5621117948503838,1668846,0.49068278238400925,,,,
YEM,Yemen,Al Jawf,subnational,686013,2024-11-18,SURVEY,496134,0.7232137000319236,420591,0.6130947955796756,,,,
YEM,Yemen,Al Maharah,subnational,198057,2024-11-18,SURVEY,100707,0.5084748330026204,74970,0.37852739362910676,,,,
YEM,Yemen,Al Mahwit,subnational,839054,2024-11-18,SURVEY,351495,0.41891821027013754,453543,0.5405408948649312,,,,
YEM,Yemen,Amanat Al Asimah,subnational,3780347,2024-11-18,SURVEY,2085035,0.5515459295138779,2494250,0.6597939289700125,,,,
YEM,Yemen,Amran,subnational,1269951,2024-11-18,SURVEY,873877,0.6881186754449581,750234,0.5907582261047867,,,,
YEM,Yemen,Dhamar,subnational,2401814,2024-11-18,SURVEY,1388332,0.578034768720642,1214789,0.5057797981026008,,,,
YEM,Yemen,Hadramaut,subnational,1741215,2024-11-18,SURVEY,1035040,0.5944354947550992,683230,0.39238692522175606,,,,
YEM,Yemen,Hajjah,subnational,2465838,2024-11-18,SURVEY,1650050,0.6691639921195147,1502284,0.6092387253339433,,,,
YEM,Yemen,Ibb,subnational,3354584,2024-11-18,SURVEY,2045615,0.6097969226586665,1773622,0.5287159302017777,,,,
YEM,Yemen,Lahj,subnational,1132962,2024-11-18,SURVEY,912509,0.8054188931314554,479973,0.4236443940749999,,,,
YEM,Yemen,Marib,subnational,1752670,2024-11-18,SURVEY,1193452,0.6809336612140334,743349,0.42412376545499153,,,,
YEM,Yemen,Raymah,subnational,618293,2024-11-18,SURVEY,382139,0.6180548704255102,266209,0.43055476934074943,,,,
YEM,Yemen,Sa'ada,subnational,1152498,2024-11-18,SURVEY,750869,0.6515143627147292,608679,0.5281388774644294,,,,
YEM,Yemen,Sana'a,subnational,1583775,2024-11-18,SURVEY,758982,0.4792233745323673,837953,0.5290858865684835,,,,
YEM,Yemen,Shabwah,subnational,722603,2024-11-18,SURVEY,521394,0.7215497306266373,348179,0.48183995914769245,,,,
YEM,Yemen,Socotra,subnational,75474,2024-11-18,SURVEY,44864,0.5944298698889684,29615,0.3923867822031428,,,,
YEM,Yemen,Taizz,subnational,3475930,2024-11-18,SURVEY,2240733,0.6446427287085759,1688307,0.4857137514276755,,,,
YEM,Yemen,Abyan,subnational,628930,2024-11-17,SURVEY,466834,0.7422670249471325,276643,0.4398629418218244,,,,
YEM,Yemen,Aden,subnational,1247011,2024-11-17,SURVEY,723374,0.580086302366218,701781,0.5627704968119768,,,,
YEM,Yemen,Al Bayda,subnational,830253,2024-11-17,SURVEY,663398,0.7990311387010948,424172,0.5108948718041368,,,,
YEM,Yemen,Al Dhale'e,subnational,805687,2024-11-17,SURVEY,673138,0.8354832583869418,369056,0.45806373939259293,,,,
YEM,Yemen,Al Hudaydah,subnational,3401069,2024-11-17,SURVEY,1902472,0.5593747142442568,1668649,0.49062485941920025,,,,
YEM,Yemen,Al Jawf,subnational,686013,2024-11-17,SURVEY,495673,0.7225417011047895,416365,0.6069345624645597,,,,
YEM,Yemen,Al Maharah,subnational,198057,2024-11-17,SURVEY,100141,0.5056170698334318,74549,0.3764017429325901,,,,
YEM,Yemen,Al Mahwit,subnational,839054,2024-11-17,SURVEY,350050,0.4171960326748934,454264,0.5414001959349458,,,,
YEM,Yemen,Amanat Al Asimah,subnational,3780347,2024-11-17,SURVEY,2062005,0.5454538961635004,2526969,0.6684489545536428,,,,
YEM,Yemen,Amran,subnational,1269951,2024-11-17,SURVEY,877913,0.6912967508195198,744454,0.5862068693988981,,,,
YEM,Yemen,Dhamar,subnational,2401814,2024-11-17,SURVEY,1358213,0.5654946636167497,1212416,0.5047917948683787,,,,
YEM,Yemen,Hadramaut,subnational,1741215,2024-11-17,SURVEY,1031831,0.5925925287801909,683588,0.39259252878019085,,,,
YEM,Yemen,Hajjah,subnational,2465838,2024-11-17,SURVEY,1685918,0.6837099598594879,1495335,0.6064206164395228,,,,
YEM,Yemen,Ibb,subnational,3354584,2024-11-17,SURVEY,2038298,0.6076157282095187,1777261,0.5298007144850151,,,,
YEM,Yemen,Lahj,subnational,1132962,2024-11-17,SURVEY,909759,0.8029916272566953,480307,0.4239391965485162,,,,
YEM,Yemen,Marib,subnational,1752670,2024-11-17,SURVEY,1195306,0.6819914758625412,745387,0.425286562787062,,,,
YEM,Yemen,Raymah,subnational,618293,2024-11-17,SURVEY,401693,0.649681302705031,279610,0.45222895940921215,,,,
YEM,Yemen,Sa'ada,subnational,1152498,2024-11-17,SURVEY,768332,0.6666666666666666,614105,0.5328469116649226,,,,
YEM,Yemen,Sana'a,subnational,1583775,2024-11-17,SURVEY,757079,0.4780218149674038,831046,0.5247247872961753,,,,
YEM,Yemen,Shabwah,subnational,722603,2024-11-17,SURVEY,527500,0.7299997370617061,348655,0.4824986887682448,,,,
YEM,Yemen,Socotra,subnational,75474,2024-11-17,SURVEY,44725,0.5925881760606302,29630,0.3925855261414527,,,,
YEM,Yemen,Taizz,subnational,3475930,2024-11-17,SURVEY,2225815,0.6403509276654018,1689180,0.4859649072334598,,,,
YEM,Yemen,Abyan,subnational,628930,2024-11-16,SURVEY,469572,0.7466204506065858,278344,0.4425675353377959,,,,
YEM,Yemen,Aden,subnational,1247011,2024-11-16,SURVEY,728773,0.5844158551929374,707179,0.5670992477211508,,,,
YEM,Yemen,Al Bayda,subnational,830253,2024-11-16,SURVEY,680499,0.8196284746938582,433845,0.5225455373241651,,,,
YEM,Yemen,Al Dhale'e,subnational,805687,2024-11-16,SURVEY,676671,0.8398683359666966,373880,0.46405117620117986,,,,
YEM,Yemen,Al Hudaydah,subnational,3401069,2024-11-16,SURVEY,1987251,0.5843018768510724,1690647,0.49709282581447184,,,,
YEM,Yemen,Al Jawf,subnational,686013,2024-11-16,SURVEY,495673,0.7225417011047895,416365,0.6069345624645597,,,,
YEM,Yemen,Al Maharah,subnational,198057,2024-11-16,SURVEY,100128,0.5055514321634681,73721,0.37222112826105613,,,,
YEM,Yemen,Al Mahwit,subnational,839054,2024-11-16,SURVEY,353693,0.4215378271243567,446635,0.5323078133230996,,,,
YEM,Yemen,Amanat Al Asimah,subnational,3780347,2024-11-16,SURVEY,2050040,0.5422888427967062,2520232,0.6666668430173209,,,,
YEM,Yemen,Amran,subnational,1269951,2024-11-16,SURVEY,883623,0.6957929872884859,747997,0.588996740819134,,,,
YEM,Yemen,Dhamar,subnational,2401814,2024-11-16,SURVEY,1393052,0.5799999500377632,1194045,0.49714299275464297,,,,
YEM,Yemen,Hadramaut,subnational,1741215,2024-11-16,SURVEY,1041058,0.59789170205862,689667,0.3960837690922718,,,,
YEM,Yemen,Hajjah,subnational,2465838,2024-11-16,SURVEY,1723904,0.6991148648045816,1508806,0.611883667945745,,,,
YEM,Yemen,Ibb,subnational,3354584,2024-11-16,SURVEY,2057057,0.613207777775128,1698388,0.5062887082273092,,,,
YEM,Yemen,Lahj,subnational,1132962,2024-11-16,SURVEY,912664,0.8055557026625783,480650,0.424241942801259,,,,
YEM,Yemen,Marib,subnational,1752670,2024-11-16,SURVEY,1197771,0.6833979014874448,751143,0.42857069499677636,,,,
YEM,Yemen,Raymah,subnational,618293,2024-11-16,SURVEY,401693,0.649681302705031,275672,0.4458598108016749,,,,
YEM,Yemen,Sa'ada,subnational,1152498,2024-11-16,SURVEY,763635,0.6625911715248096,614289,0.5330065648703946,,,,
YEM,Yemen,Sana'a,subnational,1583775,2024-11-16,SURVEY,748378,0.4725279790374264,831046,0.5247247872961753,,,,
YEM,Yemen,Shabwah,subnational,722603,2024-11-16,SURVEY,527846,0.7304785615337883,347650,0.4811078835819945,,,,
YEM,Yemen,Socotra,subnational,75474,2024-11-16,SURVEY,45125,0.5978880144155603,29894,0.3960834194557066,,,,
