Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
#date+analysis,#country+code,#population,#loc+level1,#loc+area,#period+v_ipc,#date+start,#date+end,#severity+v_ipc,#affected+num,#affected+pct
Apr 2024,SDN,47208125,South Kordofan,Um durein,first projection,2024-06-01,2024-09-30,1,13009,0.1
Apr 2024,SDN,47208125,South Kordofan,Um durein,first projection,2024-06-01,2024-09-30,2,39027,0.3
Apr 2024,SDN,47208125,South Kordofan,Um durein,first projection,2024-06-01,2024-09-30,3,52036,0.4
Apr 2024,SDN,47208125,South Kordofan,Um durein,first projection,2024-06-01,2024-09-30,4,26018,0.2
Apr 2024,SDN,47208125,South Kordofan,Um durein,first projection,2024-06-01,2024-09-30,5,0,0
Apr 2024,SDN,47208125,South Kordofan,Um durein,second projection,2024-10-01,2025-02-28,all,130089,1.0
Apr 2024,SDN,47208125,South Kordofan,Um durein,second projection,2024-10-01,2025-02-28,3+,52036,0.4
Apr 2024,SDN,47208125,South Kordofan,Um durein,second projection,2024-10-01,2025-02-28,1,26018,0.2
Apr 2024,SDN,47208125,South Kordofan,Um durein,second projection,2024-10-01,2025-02-28,2,52036,0.4
Apr 2024,SDN,47208125,South Kordofan,Um durein,second projection,2024-10-01,2025-02-28,3,39027,0.3
Apr 2024,SDN,47208125,South Kordofan,Um durein,second projection,2024-10-01,2025-02-28,4,13009,0.1
Apr 2024,SDN,47208125,South Kordofan,Um durein,second projection,2024-10-01,2025-02-28,5,0,0
Apr 2024,SDN,47208125,South Kordofan,Dilling,current,2024-04-01,2024-05-31,all,217541,1.0
Apr 2024,SDN,47208125,South Kordofan,Dilling,current,2024-04-01,2024-05-31,3+,108770,0.5
Apr 2024,SDN,47208125,South Kordofan,Dilling,current,2024-04-01,2024-05-31,1,32631,0.15
Apr 2024,SDN,47208125,South Kordofan,Dilling,current,2024-04-01,2024-05-31,2,76139,0.35
Apr 2024,SDN,47208125,South Kordofan,Dilling,current,2024-04-01,2024-05-31,3,65262,0.3
Apr 2024,SDN,47208125,South Kordofan,Dilling,current,2024-04-01,2024-05-31,4,43508,0.2
Apr 2024,SDN,47208125,South Kordofan,Dilling,current,2024-04-01,2024-05-31,5,0,0
Apr 2024,SDN,47208125,South Kordofan,Dilling,first projection,2024-06-01,2024-09-30,all,217541,1.0
Apr 2024,SDN,47208125,South Kordofan,Dilling,first projection,2024-06-01,2024-09-30,3+,130524,0.6
Apr 2024,SDN,47208125,South Kordofan,Dilling,first projection,2024-06-01,2024-09-30,1,21754,0.1
Apr 2024,SDN,47208125,South Kordofan,Dilling,first projection,2024-06-01,2024-09-30,2,65262,0.3
Apr 2024,SDN,47208125,South Kordofan,Dilling,first projection,2024-06-01,2024-09-30,3,76139,0.35
Apr 2024,SDN,47208125,South Kordofan,Dilling,first projection,2024-06-01,2024-09-30,4,54385,0.25
Apr 2024,SDN,47208125,South Kordofan,Dilling,first projection,2024-06-01,2024-09-30,5,0,0
Apr 2024,SDN,47208125,South Kordofan,Dilling,second projection,2024-10-01,2025-02-28,all,217541,1.0
Apr 2024,SDN,47208125,South Kordofan,Dilling,second projection,2024-10-01,2025-02-28,3+,108770,0.5
Apr 2024,SDN,47208125,South Kordofan,Dilling,second projection,2024-10-01,2025-02-28,1,21754,0.1
Apr 2024,SDN,47208125,South Kordofan,Dilling,second projection,2024-10-01,2025-02-28,2,87016,0.4
Apr 2024,SDN,47208125,South Kordofan,Dilling,second projection,2024-10-01,2025-02-28,3,65262,0.3
Apr 2024,SDN,47208125,South Kordofan,Dilling,second projection,2024-10-01,2025-02-28,4,43508,0.2
Apr 2024,SDN,47208125,South Kordofan,Dilling,second projection,2024-10-01,2025-02-28,5,0,0
Apr 2024,SDN,47208125,South Kordofan,Abassiya,current,2024-04-01,2024-05-31,all,135716,1.0
Apr 2024,SDN,47208125,South Kordofan,Abassiya,current,2024-04-01,2024-05-31,3+,54287,0.4
Apr 2024,SDN,47208125,South Kordofan,Abassiya,current,2024-04-01,2024-05-31,1,27143,0.2
Apr 2024,SDN,47208125,South Kordofan,Abassiya,current,2024-04-01,2024-05-31,2,54286,0.4
Apr 2024,SDN,47208125,South Kordofan,Abassiya,current,2024-04-01,2024-05-31,3,47501,0.35
Apr 2024,SDN,47208125,South Kordofan,Abassiya,current,2024-04-01,2024-05-31,4,6786,0.05
Apr 2024,SDN,47208125,South Kordofan,Abassiya,current,2024-04-01,2024-05-31,5,0,0
Apr 2024,SDN,47208125,South Kordofan,Abassiya,first projection,2024-06-01,2024-09-30,all,135716,1.0
Apr 2024,SDN,47208125,South Kordofan,Abassiya,first projection,2024-06-01,2024-09-30,3+,67858,0.5
Apr 2024,SDN,47208125,South Kordofan,Abassiya,first projection,2024-06-01,2024-09-30,1,20357,0.15
Apr 2024,SDN,47208125,South Kordofan,Abassiya,first projection,2024-06-01,2024-09-30,2,47501,0.35
Apr 2024,SDN,47208125,South Kordofan,Abassiya,first projection,2024-06-01,2024-09-30,3,54286,0.4
Apr 2024,SDN,47208125,South Kordofan,Abassiya,first projection,2024-06-01,2024-09-30,4,13572,0.1
Apr 2024,SDN,47208125,South Kordofan,Abassiya,first projection,2024-06-01,2024-09-30,5,0,0
Apr 2024,SDN,47208125,South Kordofan,Abassiya,second projection,2024-10-01,2025-02-28,all,135716,1.0
Apr 2024,SDN,47208125,South Kordofan,Abassiya,second projection,2024-10-01,2025-02-28,3+,54287,0.4
Apr 2024,SDN,47208125,South Kordofan,Abassiya,second projection,2024-10-01,2025-02-28,1,27143,0.2
Apr 2024,SDN,47208125,South Kordofan,Abassiya,second projection,2024-10-01,2025-02-28,2,54286,0.4
Apr 2024,SDN,47208125,South Kordofan,Abassiya,second projection,2024-10-01,2025-02-28,3,47501,0.35
Apr 2024,SDN,47208125,South Kordofan,Abassiya,second projection,2024-10-01,2025-02-28,4,6786,0.05
Apr 2024,SDN,47208125,South Kordofan,Abassiya,second projection,2024-10-01,2025-02-28,5,0,0
Apr 2024,SDN,47208125,South Kordofan,Habila - sk,current,2024-04-01,2024-05-31,all,83763,1.0
Apr 2024,SDN,47208125,South Kordofan,Habila - sk,current,2024-04-01,2024-05-31,3+,41882,0.5
Apr 2024,SDN,47208125,South Kordofan,Habila - sk,current,2024-04-01,2024-05-31,1,12564,0.15
Apr 2024,SDN,47208125,South Kordofan,Habila - sk,current,2024-04-01,2024-05-31,2,29317,0.35
Apr 2024,SDN,47208125,South Kordofan,Habila - sk,current,2024-04-01,2024-05-31,3,25129,0.3
Apr 2024,SDN,47208125,South Kordofan,Habila - sk,current,2024-04-01,2024-05-31,4,16753,0.2
Apr 2024,SDN,47208125,South Kordofan,Habila - sk,current,2024-04-01,2024-05-31,5,0,0
Apr 2024,SDN,47208125,South Kordofan,Habila - sk,first projection,2024-06-01,2024-09-30,all,83763,1.0
Apr 2024,SDN,47208125,South Kordofan,Habila - sk,first projection,2024-06-01,2024-09-30,3+,50258,0.6
Apr 2024,SDN,47208125,South Kordofan,Habila - sk,first projection,2024-06-01,2024-09-30,1,8376,0.1
Apr 2024,SDN,47208125,South Kordofan,Habila - sk,first projection,2024-06-01,2024-09-30,2,25129,0.3
Apr 2024,SDN,47208125,South Kordofan,Habila - sk,first projection,2024-06-01,2024-09-30,3,29317,0.35
Apr 2024,SDN,47208125,South Kordofan,Habila - sk,first projection,2024-06-01,2024-09-30,4,16753,0.2
Apr 2024,SDN,47208125,South Kordofan,Habila - sk,first projection,2024-06-01,2024-09-30,5,4188,0.05
Apr 2024,SDN,47208125,South Kordofan,Habila - sk,second projection,2024-10-01,2025-02-28,all,83763,1.0
Apr 2024,SDN,47208125,South Kordofan,Habila - sk,second projection,2024-10-01,2025-02-28,3+,41882,0.5
Apr 2024,SDN,47208125,South Kordofan,Habila - sk,second projection,2024-10-01,2025-02-28,1,8376,0.1
Apr 2024,SDN,47208125,South Kordofan,Habila - sk,second projection,2024-10-01,2025-02-28,2,33505,0.4
Apr 2024,SDN,47208125,South Kordofan,Habila - sk,second projection,2024-10-01,2025-02-28,3,25129,0.3
Apr 2024,SDN,47208125,South Kordofan,Habila - sk,second projection,2024-10-01,2025-02-28,4,16753,0.2
Apr 2024,SDN,47208125,South Kordofan,Habila - sk,second projection,2024-10-01,2025-02-28,5,0,0
Apr 2024,SDN,47208125,South Kordofan,Abu Jubayhah & Ar Rashad,current,2024-04-01,2024-05-31,all,228192,1.0
Apr 2024,SDN,47208125,South Kordofan,Abu Jubayhah & Ar Rashad,current,2024-04-01,2024-05-31,3+,91277,0.4
Apr 2024,SDN,47208125,South Kordofan,Abu Jubayhah & Ar Rashad,current,2024-04-01,2024-05-31,1,57048,0.25
Apr 2024,SDN,47208125,South Kordofan,Abu Jubayhah & Ar Rashad,current,2024-04-01,2024-05-31,2,79867,0.35
Apr 2024,SDN,47208125,South Kordofan,Abu Jubayhah & Ar Rashad,current,2024-04-01,2024-05-31,3,79867,0.35
Apr 2024,SDN,47208125,South Kordofan,Abu Jubayhah & Ar Rashad,current,2024-04-01,2024-05-31,4,11410,0.05
Apr 2024,SDN,47208125,South Kordofan,Abu Jubayhah & Ar Rashad,current,2024-04-01,2024-05-31,5,0,0
Apr 2024,SDN,47208125,South Kordofan,Abu Jubayhah & Ar Rashad,first projection,2024-06-01,2024-09-30,all,228192,1.0
Apr 2024,SDN,47208125,South Kordofan,Abu Jubayhah & Ar Rashad,first projection,2024-06-01,2024-09-30,3+,114096,0.5
Apr 2024,SDN,47208125,South Kordofan,Abu Jubayhah & Ar Rashad,first projection,2024-06-01,2024-09-30,1,45638,0.2
Apr 2024,SDN,47208125,South Kordofan,Abu Jubayhah & Ar Rashad,first projection,2024-06-01,2024-09-30,2,68458,0.3
Apr 2024,SDN,47208125,South Kordofan,Abu Jubayhah & Ar Rashad,first projection,2024-06-01,2024-09-30,3,91277,0.4
Apr 2024,SDN,47208125,South Kordofan,Abu Jubayhah & Ar Rashad,first projection,2024-06-01,2024-09-30,4,22819,0.1
Apr 2024,SDN,47208125,South Kordofan,Abu Jubayhah & Ar Rashad,first projection,2024-06-01,2024-09-30,5,0,0
Apr 2024,SDN,47208125,South Kordofan,Abu Jubayhah & Ar Rashad,second projection,2024-10-01,2025-02-28,all,228192,1.0
Apr 2024,SDN,47208125,South Kordofan,Abu Jubayhah & Ar Rashad,second projection,2024-10-01,2025-02-28,3+,79868,0.35
Apr 2024,SDN,47208125,South Kordofan,Abu Jubayhah & Ar Rashad,second projection,2024-10-01,2025-02-28,1,68458,0.3
Apr 2024,SDN,47208125,South Kordofan,Abu Jubayhah & Ar Rashad,second projection,2024-10-01,2025-02-28,2,79867,0.35
Apr 2024,SDN,47208125,South Kordofan,Abu Jubayhah & Ar Rashad,second projection,2024-10-01,2025-02-28,3,68458,0.3
Apr 2024,SDN,47208125,South Kordofan,Abu Jubayhah & Ar Rashad,second projection,2024-10-01,2025-02-28,4,11410,0.05
Apr 2024,SDN,47208125,South Kordofan,Abu Jubayhah & Ar Rashad,second projection,2024-10-01,2025-02-28,5,0,0
Apr 2024,SDN,47208125,South Kordofan,"Al Leri, Ghadeer & Talawdi",current,2024-04-01,2024-05-31,all,97431,1.0
Apr 2024,SDN,47208125,South Kordofan,"Al Leri, Ghadeer & Talawdi",current,2024-04-01,2024-05-31,3+,38972,0.4
Apr 2024,SDN,47208125,South Kordofan,"Al Leri, Ghadeer & Talawdi",current,2024-04-01,2024-05-31,1,24358,0.25
Apr 2024,SDN,47208125,South Kordofan,"Al Leri, Ghadeer & Talawdi",current,2024-04-01,2024-05-31,2,34101,0.35
Apr 2024,SDN,47208125,South Kordofan,"Al Leri, Ghadeer & Talawdi",current,2024-04-01,2024-05-31,3,29229,0.3
Apr 2024,SDN,47208125,South Kordofan,"Al Leri, Ghadeer & Talawdi",current,2024-04-01,2024-05-31,4,9743,0.1
Apr 2024,SDN,47208125,South Kordofan,"Al Leri, Ghadeer & Talawdi",current,2024-04-01,2024-05-31,5,0,0
Apr 2024,SDN,47208125,South Kordofan,"Al Leri, Ghadeer & Talawdi",first projection,2024-06-01,2024-09-30,all,97431,1.0
Apr 2024,SDN,47208125,South Kordofan,"Al Leri, Ghadeer & Talawdi",first projection,2024-06-01,2024-09-30,3+,53587,0.55
Apr 2024,SDN,47208125,South Kordofan,"Al Leri, Ghadeer & Talawdi",first projection,2024-06-01,2024-09-30,1,19486,0.2
Apr 2024,SDN,47208125,South Kordofan,"Al Leri, Ghadeer & Talawdi",first projection,2024-06-01,2024-09-30,2,24358,0.25
Apr 2024,SDN,47208125,South Kordofan,"Al Leri, Ghadeer & Talawdi",first projection,2024-06-01,2024-09-30,3,38972,0.4
Apr 2024,SDN,47208125,South Kordofan,"Al Leri, Ghadeer & Talawdi",first projection,2024-06-01,2024-09-30,4,14615,0.15
Apr 2024,SDN,47208125,South Kordofan,"Al Leri, Ghadeer & Talawdi",first projection,2024-06-01,2024-09-30,5,0,0
Apr 2024,SDN,47208125,South Kordofan,"Al Leri, Ghadeer & Talawdi",second projection,2024-10-01,2025-02-28,all,97431,1.0
Apr 2024,SDN,47208125,South Kordofan,"Al Leri, Ghadeer & Talawdi",second projection,2024-10-01,2025-02-28,3+,34101,0.35
Apr 2024,SDN,47208125,South Kordofan,"Al Leri, Ghadeer & Talawdi",second projection,2024-10-01,2025-02-28,1,29229,0.3
Apr 2024,SDN,47208125,South Kordofan,"Al Leri, Ghadeer & Talawdi",second projection,2024-10-01,2025-02-28,2,34101,0.35
Apr 2024,SDN,47208125,South Kordofan,"Al Leri, Ghadeer & Talawdi",second projection,2024-10-01,2025-02-28,3,24358,0.25
Apr 2024,SDN,47208125,South Kordofan,"Al Leri, Ghadeer & Talawdi",second projection,2024-10-01,2025-02-28,4,9743,0.1
Apr 2024,SDN,47208125,South Kordofan,"Al Leri, Ghadeer & Talawdi",second projection,2024-10-01,2025-02-28,5,0,0
Apr 2024,SDN,47208125,South Kordofan,Ar reif ash shargi,current,2024-04-01,2024-05-31,all,77098,1.0
Apr 2024,SDN,47208125,South Kordofan,Ar reif ash shargi,current,2024-04-01,2024-05-31,3+,38549,0.5
Apr 2024,SDN,47208125,South Kordofan,Ar reif ash shargi,current,2024-04-01,2024-05-31,1,11565,0.15
Apr 2024,SDN,47208125,South Kordofan,Ar reif ash shargi,current,2024-04-01,2024-05-31,2,26984,0.35
Apr 2024,SDN,47208125,South Kordofan,Ar reif ash shargi,current,2024-04-01,2024-05-31,3,23129,0.3
Apr 2024,SDN,47208125,South Kordofan,Ar reif ash shargi,current,2024-04-01,2024-05-31,4,15420,0.2
Apr 2024,SDN,47208125,South Kordofan,Ar reif ash shargi,current,2024-04-01,2024-05-31,5,0,0
Apr 2024,SDN,47208125,South Kordofan,Ar reif ash shargi,first projection,2024-06-01,2024-09-30,all,77098,1.0
Apr 2024,SDN,47208125,South Kordofan,Ar reif ash shargi,first projection,2024-06-01,2024-09-30,3+,46259,0.6
Apr 2024,SDN,47208125,South Kordofan,Ar reif ash shargi,first projection,2024-06-01,2024-09-30,1,11565,0.15
Apr 2024,SDN,47208125,South Kordofan,Ar reif ash shargi,first projection,2024-06-01,2024-09-30,2,19275,0.25
Apr 2024,SDN,47208125,South Kordofan,Ar reif ash shargi,first projection,2024-06-01,2024-09-30,3,26984,0.35
Apr 2024,SDN,47208125,South Kordofan,Ar reif ash shargi,first projection,2024-06-01,2024-09-30,4,19275,0.25
Apr 2024,SDN,47208125,South Kordofan,Ar reif ash shargi,first projection,2024-06-01,2024-09-30,5,0,0
Apr 2024,SDN,47208125,South Kordofan,Ar reif ash shargi,second projection,2024-10-01,2025-02-28,all,77098,1.0
Apr 2024,SDN,47208125,South Kordofan,Ar reif ash shargi,second projection,2024-10-01,2025-02-28,3+,34694,0.45
Apr 2024,SDN,47208125,South Kordofan,Ar reif ash shargi,second projection,2024-10-01,2025-02-28,1,15420,0.2
Apr 2024,SDN,47208125,South Kordofan,Ar reif ash shargi,second projection,2024-10-01,2025-02-28,2,26984,0.35
Apr 2024,SDN,47208125,South Kordofan,Ar reif ash shargi,second projection,2024-10-01,2025-02-28,3,23129,0.3
Apr 2024,SDN,47208125,South Kordofan,Ar reif ash shargi,second projection,2024-10-01,2025-02-28,4,11565,0.15
Apr 2024,SDN,47208125,South Kordofan,Ar reif ash shargi,second projection,2024-10-01,2025-02-28,5,0,0
Apr 2024,SDN,47208125,East Darfur,Al Firdous Refugees,current,2024-04-01,2024-05-31,all,4416,1.0
Apr 2024,SDN,47208125,East Darfur,Al Firdous Refugees,current,2024-04-01,2024-05-31,3+,2871,0.65
Apr 2024,SDN,47208125,East Darfur,Al Firdous Refugees,current,2024-04-01,2024-05-31,1,221,0.05
Apr 2024,SDN,47208125,East Darfur,Al Firdous Refugees,current,2024-04-01,2024-05-31,2,1325,0.3
Apr 2024,SDN,47208125,East Darfur,Al Firdous Refugees,current,2024-04-01,2024-05-31,3,1546,0.35
Apr 2024,SDN,47208125,East Darfur,Al Firdous Refugees,current,2024-04-01,2024-05-31,4,1104,0.25
Apr 2024,SDN,47208125,East Darfur,Al Firdous Refugees,current,2024-04-01,2024-05-31,5,221,0.05
Apr 2024,SDN,47208125,East Darfur,Al Firdous Refugees,first projection,2024-06-01,2024-09-30,all,4416,1.0
Apr 2024,SDN,47208125,East Darfur,Al Firdous Refugees,first projection,2024-06-01,2024-09-30,3+,3313,0.75
Apr 2024,SDN,47208125,East Darfur,Al Firdous Refugees,first projection,2024-06-01,2024-09-30,1,0,0
Apr 2024,SDN,47208125,East Darfur,Al Firdous Refugees,first projection,2024-06-01,2024-09-30,2,1104,0.25
Apr 2024,SDN,47208125,East Darfur,Al Firdous Refugees,first projection,2024-06-01,2024-09-30,3,1546,0.35
Apr 2024,SDN,47208125,East Darfur,Al Firdous Refugees,first projection,2024-06-01,2024-09-30,4,1325,0.3
Apr 2024,SDN,47208125,East Darfur,Al Firdous Refugees,first projection,2024-06-01,2024-09-30,5,442,0.1
Apr 2024,SDN,47208125,East Darfur,Al Firdous Refugees,second projection,2024-10-01,2025-02-28,all,4416,1.0
Apr 2024,SDN,47208125,East Darfur,Al Firdous Refugees,second projection,2024-10-01,2025-02-28,3+,2871,0.65
Apr 2024,SDN,47208125,East Darfur,Al Firdous Refugees,second projection,2024-10-01,2025-02-28,1,221,0.05
Apr 2024,SDN,47208125,East Darfur,Al Firdous Refugees,second projection,2024-10-01,2025-02-28,2,1325,0.3
Apr 2024,SDN,47208125,East Darfur,Al Firdous Refugees,second projection,2024-10-01,2025-02-28,3,1546,0.35
Apr 2024,SDN,47208125,East Darfur,Al Firdous Refugees,second projection,2024-10-01,2025-02-28,4,1104,0.25
Apr 2024,SDN,47208125,East Darfur,Al Firdous Refugees,second projection,2024-10-01,2025-02-28,5,221,0.05
Apr 2024,SDN,47208125,East Darfur,East Darfur Refugees,current,2024-04-01,2024-05-31,all,44380,1.0
Apr 2024,SDN,47208125,East Darfur,East Darfur Refugees,current,2024-04-01,2024-05-31,3+,26628,0.6
Apr 2024,SDN,47208125,East Darfur,East Darfur Refugees,current,2024-04-01,2024-05-31,1,4438,0.1
Apr 2024,SDN,47208125,East Darfur,East Darfur Refugees,current,2024-04-01,2024-05-31,2,13314,0.3
Apr 2024,SDN,47208125,East Darfur,East Darfur Refugees,current,2024-04-01,2024-05-31,3,15533,0.35
Apr 2024,SDN,47208125,East Darfur,East Darfur Refugees,current,2024-04-01,2024-05-31,4,11095,0.25
Apr 2024,SDN,47208125,East Darfur,East Darfur Refugees,current,2024-04-01,2024-05-31,5,0,0
Apr 2024,SDN,47208125,East Darfur,East Darfur Refugees,first projection,2024-06-01,2024-09-30,all,44380,1.0
Apr 2024,SDN,47208125,East Darfur,East Darfur Refugees,first projection,2024-06-01,2024-09-30,3+,31066,0.7
Apr 2024,SDN,47208125,East Darfur,East Darfur Refugees,first projection,2024-06-01,2024-09-30,1,2219,0.05
Apr 2024,SDN,47208125,East Darfur,East Darfur Refugees,first projection,2024-06-01,2024-09-30,2,11095,0.25
Apr 2024,SDN,47208125,East Darfur,East Darfur Refugees,first projection,2024-06-01,2024-09-30,3,15533,0.35
Apr 2024,SDN,47208125,East Darfur,East Darfur Refugees,first projection,2024-06-01,2024-09-30,4,13314,0.3
Apr 2024,SDN,47208125,East Darfur,East Darfur Refugees,first projection,2024-06-01,2024-09-30,5,2219,0.05
Apr 2024,SDN,47208125,East Darfur,East Darfur Refugees,second projection,2024-10-01,2025-02-28,all,44380,1.0
Apr 2024,SDN,47208125,East Darfur,East Darfur Refugees,second projection,2024-10-01,2025-02-28,3+,26628,0.6
Apr 2024,SDN,47208125,East Darfur,East Darfur Refugees,second projection,2024-10-01,2025-02-28,1,4438,0.1
Apr 2024,SDN,47208125,East Darfur,East Darfur Refugees,second projection,2024-10-01,2025-02-28,2,13314,0.3
Apr 2024,SDN,47208125,East Darfur,East Darfur Refugees,second projection,2024-10-01,2025-02-28,3,15533,0.35
Apr 2024,SDN,47208125,East Darfur,East Darfur Refugees,second projection,2024-10-01,2025-02-28,4,11095,0.25
Apr 2024,SDN,47208125,East Darfur,East Darfur Refugees,second projection,2024-10-01,2025-02-28,5,0,0
Apr 2024,SDN,47208125,East Darfur,El Neim IDP Camp,current,2024-04-01,2024-05-31,all,57059,1.0
Apr 2024,SDN,47208125,East Darfur,El Neim IDP Camp,current,2024-04-01,2024-05-31,3+,28530,0.5
Apr 2024,SDN,47208125,East Darfur,El Neim IDP Camp,current,2024-04-01,2024-05-31,1,5706,0.1
Apr 2024,SDN,47208125,East Darfur,El Neim IDP Camp,current,2024-04-01,2024-05-31,2,22824,0.4
Apr 2024,SDN,47208125,East Darfur,El Neim IDP Camp,current,2024-04-01,2024-05-31,3,19971,0.35
Apr 2024,SDN,47208125,East Darfur,El Neim IDP Camp,current,2024-04-01,2024-05-31,4,8559,0.15
Apr 2024,SDN,47208125,East Darfur,El Neim IDP Camp,current,2024-04-01,2024-05-31,5,0,0
Apr 2024,SDN,47208125,East Darfur,El Neim IDP Camp,first projection,2024-06-01,2024-09-30,all,57059,1.0
Apr 2024,SDN,47208125,East Darfur,El Neim IDP Camp,first projection,2024-06-01,2024-09-30,3+,34236,0.6
Apr 2024,SDN,47208125,East Darfur,El Neim IDP Camp,first projection,2024-06-01,2024-09-30,1,2853,0.05
Apr 2024,SDN,47208125,East Darfur,El Neim IDP Camp,first projection,2024-06-01,2024-09-30,2,19971,0.35
Apr 2024,SDN,47208125,East Darfur,El Neim IDP Camp,first projection,2024-06-01,2024-09-30,3,22824,0.4
Apr 2024,SDN,47208125,East Darfur,El Neim IDP Camp,first projection,2024-06-01,2024-09-30,4,11412,0.2
Apr 2024,SDN,47208125,East Darfur,El Neim IDP Camp,first projection,2024-06-01,2024-09-30,5,0,0
Apr 2024,SDN,47208125,East Darfur,El Neim IDP Camp,second projection,2024-10-01,2025-02-28,all,57059,1.0
Apr 2024,SDN,47208125,East Darfur,El Neim IDP Camp,second projection,2024-10-01,2025-02-28,3+,28530,0.5
Apr 2024,SDN,47208125,East Darfur,El Neim IDP Camp,second projection,2024-10-01,2025-02-28,1,8559,0.15
Apr 2024,SDN,47208125,East Darfur,El Neim IDP Camp,second projection,2024-10-01,2025-02-28,2,19971,0.35
Apr 2024,SDN,47208125,East Darfur,El Neim IDP Camp,second projection,2024-10-01,2025-02-28,3,19971,0.35
Apr 2024,SDN,47208125,East Darfur,El Neim IDP Camp,second projection,2024-10-01,2025-02-28,4,8559,0.15
Apr 2024,SDN,47208125,East Darfur,El Neim IDP Camp,second projection,2024-10-01,2025-02-28,5,0,0
Apr 2024,SDN,47208125,East Darfur,Abu karinka,current,2024-04-01,2024-05-31,all,220034,1.0
Apr 2024,SDN,47208125,East Darfur,Abu karinka,current,2024-04-01,2024-05-31,3+,77012,0.35
Apr 2024,SDN,47208125,East Darfur,Abu karinka,current,2024-04-01,2024-05-31,1,55009,0.25
Apr 2024,SDN,47208125,East Darfur,Abu karinka,current,2024-04-01,2024-05-31,2,88014,0.4
Apr 2024,SDN,47208125,East Darfur,Abu karinka,current,2024-04-01,2024-05-31,3,66010,0.3
